att_rank,def_rank,(def-att)_rank,team,att_med_xPts,def_med_xPts,(att-def)_med_xPts,attAdv_nxtGWs,defAdv_nxtGWs,(att-def)Adv_nxtGWs,#OfMatches_nxtGWs,(att-def)Adv_nxtGWs/#OfMatches_nxtGWs,#atts,#defs
19,2,-17,CRY,17.514087303500965,19.0591722753757,-1.5450849718747364,-9,2,-11,1,-11.0,0,3
5,1,-4,ARS,28.750155281000758,19.659985337251282,9.090169943749476,-2,9,-11,1,-11.0,0,3
18,3,-15,EVE,18.859423525312735,18.63399866593905,0.2254248593736854,-3,-1,-2,1,-2.0,0,3
1,11,10,CHE,34.89260912937621,11.444582472000672,23.44802665737554,1,3,-2,1,-2.0,0,3
16,8,-8,WHU,23.142453848375453,12.597368876500715,10.545084971874738,0,1,-1,1,-1.0,0,3
10,16,6,BHA,26.01033255612459,10.309016994374947,15.701315561749645,-1,0,-1,1,-1.0,1,2
11,10,-1,AVL,25.08328157299975,11.68753882025019,13.395742752749559,2,2,0,1,0.0,1,2
17,17,0,IPS,19.843769410125095,9.767376207875074,10.07639320225002,-4,-4,0,1,0.0,1,2
9,9,0,NEW,26.4514708427504,12.222291236000336,14.229179606750064,4,4,0,1,0.0,1,2
13,15,2,MCI,24.38885438199983,10.694427190999916,13.694427190999916,-2,-2,0,1,0.0,1,2
20,18,-2,SOU,15.069504831500295,9.239512162874654,5.829992668625641,-4,-5,1,1,1.0,2,1
8,12,4,FUL,26.788041320124254,11.388854381999831,15.399186938124423,5,4,1,1,1.0,2,1
12,6,-6,NFO,24.461803398874988,13.607701432625305,10.854101966249683,1,-1,2,1,2.0,2,1
3,4,1,LIV,33.66844051968768,15.23606797749979,18.43237254218789,1,-1,2,1,2.0,2,1
2,5,3,TOT,34.37507764050038,13.66687370800101,20.70820393249937,1,-1,2,1,2.0,2,1
4,14,10,BRE,29.069504831500296,11.222291236000336,17.84721359549996,1,-1,2,1,2.0,3,0
6,7,1,BOU,27.98966744387541,12.9029416855008,15.086725758374609,4,0,4,1,4.0,3,0
7,13,6,MUN,27.6772062641256,11.30212862362522,16.37507764050038,0,-4,4,1,4.0,3,0
15,19,4,WOL,23.836881039375367,6.7013155617496425,17.135565477625725,2,-3,5,1,5.0,3,0
14,20,6,LEI,24.222291236000338,6.156230589874905,18.066060646125432,3,-2,5,1,5.0,3,0
