att_rank,att_tier,team,att_avg_xPts,att_med_xPts,avg_GF/match,med_GF/match,att_avg_potential,att_med_potential,attAdv_nxtGWs
8,4,FUL,25.204329223952648,26.788041320124254,1.5,1.0,-0.13879779658196656,0.3165220359404724,5
6,3,BOU,28.64632855692217,27.98966744387541,1.5,1.0,0.2717162671264144,0.6229437652967632,4
9,5,NEW,27.14675908009403,26.4514708427504,1.4375,1.0,0.037522255922526365,0.23069458454849426,4
14,7,LEI,24.801698100453365,24.222291236000338,1.3125,1.0,-0.3528563942894656,-0.33775932690526156,3
11,6,AVL,24.387993335656116,25.08328157299975,1.5,1.5,-0.2361590481226167,-0.11820172674355536,2
15,8,WOL,24.532169276719,23.836881039375367,1.5,1.0,-0.21896373640886468,-0.4360411939708988,2
1,1,CHE,37.40337220867266,34.89260912937621,2.3125,2.0,2.0356347070243825,2.383234497255088,1
2,1,TOT,34.06606064612543,34.37507764050038,2.25,2.5,1.5822602432182604,2.2512609235448218,1
3,2,LIV,33.833249583354316,33.66844051968768,2.066666666666667,2.0,1.3921451736601866,2.071064301392734,1
4,2,BRE,30.344199933296956,29.069504831500296,2.0,1.0,0.9169837493157533,0.8983086505945282,1
12,6,NFO,24.307294901687513,24.461803398874988,1.3125,1.0,-0.4118219682473484,-0.2766823165908165,1
7,4,MUN,27.94759613420368,27.6772062641256,1.3125,1.0,0.02234280272433664,0.5432643266036318,0
16,8,WHU,24.301267577281507,23.142453848375453,1.3125,1.0,-0.41254082412311316,-0.6131242122030266,0
10,5,BHA,26.473858047687013,26.01033255612459,1.625,2.0,0.12330625701270914,0.11820172674355536,-1
5,3,ARS,30.21798600428176,28.750155281000758,1.8125,2.0,0.7358923706065597,0.8168726368481152,-2
13,7,MCI,25.1613968679372,24.38885438199983,1.75,2.0,0.07746626233137666,-0.29528474497568313,-2
18,9,EVE,20.672323225645762,18.859423525312735,0.9333333333333333,0.0,-1.1811174986769464,-1.7053221367814604,-3
17,9,IPS,20.6935661446562,19.843769410125095,1.0,1.0,-1.1195480874626162,-1.4543081463684446,-4
20,10,SOU,16.189691436109477,15.069504831500295,0.6875,1.0,-1.9334385014667204,-2.671773695489548,-4
19,10,CRY,19.638579139828728,17.514087303500965,1.0625,1.0,-1.190026233569028,-2.048390786426374,-9
