id,1st_name,2nd_name,position,team,prvGWsPtsTrend,web_name,tot_pts,fxtrs_plyd,fxtrs_not_plyd,form,MeanAbsDev(form),StdDev(form),med_pts/fxtr,MedAbsDev(pts/fxtr),avg_pts/fxtr,MeanAbsDev(pts/fxtr),StdDev(pts/fxtr),med_pts/fxtr_plyd,MedAbsDev(pts/fxtr_plyd),avg_pts/fxtr_plyd,MeanAbsDev(pts/fxtr_plyd),StdDev(pts/fxtr_plyd),fplAdv_nxtGWs,xPts(fplAdv),defAdv_nxtGWs,xPts(defAdv),attAdv_nxtGWs,xPts(attAdv),xPts(avgAdv),#OfMatches_nxtGWs,gw17Pts,tot_aPts,tot_aPts-xPts(avgAdv),nxtGWsPtsTrend
701,Lewis,Orford,MID,WHU,?,"Orford (MID, ?)",0,0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0,0.0,0,0.0,0.0,1,0,0,0,?
541,Matheus,Santos Carneiro Da Cunha,FWD,WOL,?,"Cunha (FWD, ?)",89,16,0,6.0,5.2,5.761944116355173,4.0,2.5,5.5625,3.8125,4.401260472864563,4.0,2.5,5.5625,3.8125,4.401260472864563,-1,3.7222222222222223,0,0.0,2,4.555555555555555,4.13888888889,1,0,0,0,?
566,Jørgen,Strand Larsen,FWD,WOL,?,"Strand Larsen (FWD, ?)",67,16,0,4.4,2.88,3.4985711369071804,2.0,0.5,4.1875,2.5859375,2.962658223622833,2.0,0.5,4.1875,2.5859375,2.962658223622833,-1,1.9444444444444444,0,0.0,2,2.111111111111111,2.02777777778,1,0,0,0,?
553,João Victor,Gomes da Silva,MID,WOL,?,"J.Gomes (MID, ?)",43,15,1,3.4,3.44,4.363484845854286,2.0,1.0,2.6875,2.1171875,3.254204011736203,2.0,1.0,2.8666666666666667,2.1866666666666665,3.283629428273267,-1,1.8888888888888888,0,0.0,2,2.2222222222222223,2.05555555556,1,0,0,0,?
548,Gonçalo Manuel,Ganchinho Guedes,MID,WOL,?,"Guedes (MID, ?)",26,13,3,3.2,1.7600000000000002,1.9390719429665317,1.0,0.0,1.625,1.3125,1.653594569415369,1.0,0.0,2.0,1.3846153846153846,1.6172150801252798,-1,1.0,0,0.0,2,1.0,1.0,1,0,0,0,?
557,Mario,Lemina,MID,WOL,?,"Mario Jr. (MID, ?)",46,16,0,2.4,1.4400000000000002,1.8547236990991407,2.0,1.0,2.875,1.9375,2.4717149916606487,2.0,1.0,2.875,1.9375,2.4717149916606487,-1,1.8888888888888888,0,0.0,2,2.2222222222222223,2.05555555556,1,0,0,0,?
535,Jean-Ricner,Bellegarde,MID,WOL,?,"Bellegarde (MID, ?)",32,14,2,2.0,1.2,1.6733200530681511,1.5,1.0,2.0,1.375,1.7320508075688772,2.0,1.0,2.2857142857142856,1.36734693877551,1.6659862556700857,-1,1.3888888888888888,0,0.0,2,1.7222222222222223,1.55555555556,1,0,0,0,?
642,André,Trindade da Costa Neto,MID,WOL,?,"André (MID, ?)",17,12,4,1.8,0.31999999999999995,0.4,1.0,1.0,1.0625,0.5859375,0.7473912964438374,1.0,0.0,1.4166666666666667,0.4861111111111111,0.4930066485916347,-1,0.8888888888888888,0,0.0,2,1.2222222222222223,1.05555555556,1,0,0,0,?
543,Matt,Doherty,DEF,WOL,?,"Doherty (DEF, ?)",10,9,7,1.4,1.8399999999999999,2.33238075793812,0.0,0.0,0.625,0.90625,1.4947825928876748,1.0,0.0,1.1111111111111112,1.08641975308642,1.8525924445036743,-1,0.0,-3,0.0,0,0.0,0.0,1,0,0,0,?
567,Toti António,Gomes,DEF,WOL,?,"Toti (DEF, ?)",20,14,2,1.2,0.31999999999999995,0.4000000000000001,1.0,1.0,1.25,1.125,1.8874586088176875,1.0,1.0,1.4285714285714286,1.1836734693877549,1.953542047311049,-1,0.8888888888888888,-3,0.6666666666666667,0,0.0,0.77777777778,1,0,0,0,?
563,Rodrigo,Martins Gomes,MID,WOL,?,"R.Gomes (MID, ?)",11,9,7,1.0,0.4,0.6324555320336759,1.0,1.0,0.6875,0.6015625,0.6817945071647321,1.0,0.0,1.2222222222222223,0.34567901234567905,0.41573970964154905,-1,0.8888888888888888,0,0.0,2,1.2222222222222223,1.05555555556,1,0,0,0,?
533,Rayan,Aït-Nouri,DEF,WOL,?,"Aït-Nouri (DEF, ?)",40,16,0,0.8,1.7600000000000002,2.039607805437114,1.0,1.0,2.5,2.6875,3.2210246816812815,1.0,1.0,2.5,2.6875,3.2210246816812815,-1,0.8888888888888888,-3,0.6666666666666667,0,0.0,0.77777777778,1,0,0,0,?
544,Tommy,Doyle,MID,WOL,?,"Doyle (MID, ?)",17,12,4,0.8,0.31999999999999995,0.4000000000000001,1.0,0.0,1.0625,0.609375,1.1439378261076953,1.0,0.0,1.4166666666666667,0.6944444444444445,1.1149240133549707,-1,1.0,0,0.0,2,1.0,1.0,1,0,0,0,?
550,Hwang,Hee-chan,MID,WOL,?,"Hee Chan (MID, ?)",11,10,6,0.8,0.31999999999999995,0.4,1.0,0.0,0.6875,0.515625,0.582961190818051,1.0,0.0,1.1,0.18000000000000008,0.3,-1,1.0,0,0.0,2,1.0,1.0,1,0,0,0,?
559,Nélson,Cabral Semedo,DEF,WOL,?,"N.Semedo (DEF, ?)",20,13,3,0.6,0.8800000000000001,1.019803902718557,1.0,1.0,1.25,1.09375,1.5612494995995996,1.0,1.0,1.5384615384615385,1.1242603550295858,1.598816130063579,-1,0.8888888888888888,-3,0.6666666666666667,0,0.0,0.77777777778,1,0,0,0,?
554,José,Malheiro de Sá,GKP,WOL,?,"José Sá (GKP, ?)",15,9,7,0.4,0.6399999999999999,0.8000000000000002,0.0,0.0,0.9375,1.296875,1.6381678027601445,2.0,0.0,1.6666666666666667,1.333333333333333,1.8856180831641267,-1,0.0,-3,0.0,0,0.0,0.0,1,0,0,0,?
204,Sam,Johnstone,GKP,WOL,?,"Johnstone (GKP, ?)",12,7,9,0.4,0.4800000000000001,0.48989794855663565,0.0,0.0,0.75,0.84375,0.9682458365518543,2.0,1.0,1.7142857142857142,0.6122448979591837,0.6998542122237652,-1,0.0,-3,0.0,0,0.0,0.0,1,0,0,0,?
564,Santiago,Bueno,DEF,WOL,?,"S.Bueno (DEF, ?)",12,9,7,0.4,0.4800000000000001,0.48989794855663565,0.0,0.0,0.75,0.84375,1.4361406616345072,1.0,0.0,1.3333333333333333,1.0370370370370372,1.699673171197595,-1,0.0,-3,0.0,0,0.0,0.0,1,0,0,0,?
655,Carlos Roberto,Forbs Borges,MID,WOL,?,"Forbs (MID, ?)",5,6,10,0.2,0.31999999999999995,0.4000000000000001,0.0,0.0,0.3125,0.4296875,0.46351240544347894,1.0,0.0,0.8333333333333334,0.2777777777777777,0.372677996249965,-1,0.0,0,0.0,2,0.0,0.0,1,0,0,0,?
664,Alfie,Pond,DEF,WOL,?,"Pond (DEF, ?)",1,1,15,0.2,0.31999999999999995,0.4000000000000001,0.0,0.0,0.0625,0.1171875,0.24206145913796356,1.0,0.0,1.0,0.0,0.0,-1,0.0,-3,0.0,0,0.0,0.0,1,0,0,0,?
565,Pablo,Sarabia,MID,WOL,?,"Sarabia (MID, ?)",11,5,11,0.0,0.0,0.0,0.0,0.0,0.6875,0.9453125,1.4882351124738322,1.0,0.0,2.2,1.52,1.9390719429665317,-1,0.0,0,0.0,2,0.0,0.0,1,0,0,0,?
558,Yerson,Mosquera,DEF,WOL,?,"Mosquera (DEF, ?)",3,5,11,0.0,0.0,0.0,0.0,0.0,0.1875,0.53125,0.8076779989575054,1.0,0.0,0.6,1.0400000000000003,1.3564659966250538,-1,0.0,-3,0.0,0,0.0,0.0,1,0,0,0,?
562,Daniel,Castelo Podence,MID,WOL,?,"Podence (MID, ?)",2,2,14,0.0,0.0,0.0,0.0,0.0,0.125,0.21875,0.33071891388307384,1.0,0.0,1.0,0.0,0.0,-1,0.0,0,0.0,2,0.0,0.0,1,0,0,0,?
537,Francisco Jorge,Tomás Oliveira,MID,WOL,?,"Chiquinho (MID, ?)",1,1,15,0.0,0.0,0.0,0.0,0.0,0.0625,0.1171875,0.24206145913796356,1.0,0.0,1.0,0.0,0.0,-1,0.0,0,0.0,2,0.0,0.0,1,0,0,0,?
534,Boubacar,Traoré,MID,WOL,?,"B.Traore (MID, ?)",0,0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0,0.0,2,0.0,0.0,1,0,0,0,?
536,Daniel,Bentley,GKP,WOL,?,"Bentley (GKP, ?)",0,0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,-3,0.0,0,0.0,0.0,1,0,0,0,?
538,Tawanda,Chirewa,MID,WOL,?,"Chirewa (MID, ?)",0,0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0,0.0,2,0.0,0.0,1,0,0,0,?
539,Leon,Chiwome,FWD,WOL,?,"Chiwome (FWD, ?)",0,0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0,0.0,2,0.0,0.0,1,0,0,0,?
540,Luke,Cundle,MID,WOL,?,"Cundle (MID, ?)",0,0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0,0.0,2,0.0,0.0,1,0,0,0,?
545,Fábio,Silva,FWD,WOL,?,"Fábio Silva (FWD, ?)",0,0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0,0.0,2,0.0,0.0,1,0,0,0,?
546,Nathan,Fraser,FWD,WOL,?,"Fraser (FWD, ?)",0,0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0,0.0,2,0.0,0.0,1,0,0,0,?
547,Enso,González,MID,WOL,?,"Gonzalez (MID, ?)",0,0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0,0.0,2,0.0,0.0,1,0,0,0,?
549,Hugo,Bueno López,DEF,WOL,?,"H.Bueno (DEF, ?)",0,0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,-3,0.0,0,0.0,0.0,1,0,0,0,?
551,Joe,Hodge,MID,WOL,?,"Hodge (MID, ?)",0,0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0,0.0,2,0.0,0.0,1,0,0,0,?
552,Ki-Jana,Hoever,DEF,WOL,?,"Hoever (DEF, ?)",0,0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,-3,0.0,0,0.0,0.0,1,0,0,0,?
555,Saša,Kalajdžić,FWD,WOL,?,"Kalajdžić (FWD, ?)",0,0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0,0.0,2,0.0,0.0,1,0,0,0,?
556,Tom,King,GKP,WOL,?,"King (GKP, ?)",0,0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,-3,0.0,0,0.0,0.0,1,0,0,0,?
561,Pedro,Cardoso de Lima,DEF,WOL,?,"Pedro Lima (DEF, ?)",0,0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,-3,0.0,0,0.0,0.0,1,0,0,0,?
637,Bastien,Meupiyou,DEF,WOL,?,"Meupiyou (DEF, ?)",0,0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,-3,0.0,0,0.0,0.0,1,0,0,0,?
682,Tom,Edozie,MID,WOL,?,"Edozie (MID, ?)",0,0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0,0.0,2,0.0,0.0,1,0,0,0,?
542,Craig,Dawson,DEF,WOL,?,"Dawson (DEF, ?)",14,12,4,-0.8,1.28,1.6000000000000003,1.0,1.0,0.875,1.390625,2.2325713874364688,1.0,0.5,1.1666666666666667,1.5833333333333333,2.511086528886561,-1,0.8888888888888888,-3,0.6666666666666667,0,0.0,0.77777777778,1,0,0,0,?
