home_attAdv,home_defAdv,home_fplAdv,home_team,away_team,away_fplAdv,away_defAdv,away_attAdv
2,2,2,AVL,MCI,-2,-2,-2
1,-1,-1,BRE,NFO,1,-1,1
-4,-4,-4,IPS,NEW,4,4,4
0,1,-1,WHU,BHA,1,0,-1
-9,2,-5,CRY,ARS,5,9,-2
-3,-1,-2,EVE,CHE,2,3,1
5,4,3,FUL,SOU,-3,-5,-4
3,-2,1,LEI,WOL,-1,-3,2
0,-4,-1,MUN,BOU,1,0,4
1,-1,0,TOT,LIV,0,-1,1
