fpl_rank,fpl_tier,team,fpl_avg_xPts,fpl_med_xPts,avg_GD/match,med_GD/match,fpl_avg_potential,fpl_med_potential,fplAdv_nxtGWs
1,1,LIV,25.995838407087863,24.0,1.3529411764705883,1.0,1.8350873558997929,1.5770153880531639,28
2,1,ARS,21.519931133126242,24.038507163126525,1.0555555555555556,1.0,1.4628142767144507,1.577959108494005,26
4,2,CHE,16.4584627341673,12.0,0.9444444444444444,1.0,1.2355941425259913,1.282923474178644,24
3,2,NFO,12.972760190486852,20.038507163126525,0.2777777777777778,1.0,0.5713226426242113,1.479928470537105,22
8,4,FUL,2.8383427746527485,2.5901699437494745,0.16666666666666666,0.0,0.21218913348185925,0.11368701332252022,17
7,4,MCI,-1.0163834270842094,-0.7294901687515765,0.2222222222222222,0.0,0.1597562087428693,0.032329913660989515,15
9,5,NEW,18.168646005279903,13.2679973318781,0.5,0.0,0.8976433652331308,0.37537557103568353,14
5,3,BHA,1.2196845504155807,2.899186938124422,0.05555555555555555,0.0,0.07449339781189829,0.121260296593555,13
6,3,AVL,-7.742432521945169,2.3262379212492643,-0.16666666666666666,0.0,-0.3497617362033561,0.10721865718475819,11
12,6,CRY,-3.1818016227763297,0.10081306187557804,-0.4444444444444444,0.0,-0.4701835516351247,0.05267870251129704,5
10,5,BOU,12.919011439099249,10.021286236252207,0.3333333333333333,0.0,0.6177276446914115,0.29580628104358914,-5
16,8,TOT,0.8399111420815464,-12.240133286877679,0.7222222222222222,-0.5,0.6382497975351455,-0.7190807833761511,-9
11,6,WHU,-3.442079307083088,-1.5,-0.3888888888888889,0.0,-0.42914898173442734,0.013446521083796039,-12
14,7,MUN,-9.55426635472346,-15.195048315002943,-0.16666666666666666,0.0,-0.39687538054488625,-0.3221870597122948,-12
13,7,EVE,-5.140779897455144,-3.0,-0.4117647058823529,0.0,-0.49300423202132027,-0.023314968149564037,-14
15,8,BRE,-4.26320115486152,-9.52786404500042,0.0,0.0,-0.11588232713349446,-0.1832976373585284,-18
17,9,LEI,-20.44124180729298,-21.038507163126525,-1.0,-1.0,-1.3970122812420644,-1.404020109389153,-20
20,10,SOU,-28.189521270347672,-30.118033988749893,-1.4444444444444444,-1.0,-1.9809142275636604,-1.626538061155001,-22
18,9,WOL,-4.011480617916211,-16.76393202250021,-0.6111111111111112,-1.0,-0.6351658765131465,-1.2992602773783544,-27
19,10,IPS,-23.814650671181635,-22.993422191251785,-0.9444444444444444,-1.0,-1.4369293706631003,-1.4519305012286008,-36
