team,fplAdv_nxtGWs,fplPlayer1,fplPlayer2,fplPlayer3,fplPlayer4,fplPlayer5
TOT,22,"Johnson (MID, 5↓) ==> (5.935, 15.482)","Kulusevski (MID, 2↑) ==> (5.902, 8.898)","Maddison (MID, 4↓) ==> (5.555, 19.931)","Van de Ven (DEF, 4↓) ==> (3.92, 4.449)","Solanke (FWD, 3↓) ==> (3.776, 9.254)"
LIV,15,"M.Salah (MID, 4↑) ==> (8.683, 43.678)","Diogo J. (MID, 4↓) ==> (5.173, 20.068)","Konaté (DEF, 4↓) ==> (4.698, 25.988)","Jones (MID, 6↑) ==> (4.409, 4.514)","Alexander-Arnold (DEF, 4↓) ==> (4.319, 26.353)"
NFO,14,"Wood (FWD, 1↑) ==> (5.698, 32.369)","Sels (GKP, 5↑) ==> (5.063, 13.152)","Milenković (DEF, 3↑) ==> (4.015, 15.514)","Murillo (DEF, 4↑) ==> (3.651, 8.768)","Aina (DEF, 4↑) ==> (3.492, 8.881)"
BHA,13,"Georginio (MID, ~) ==> (6.424, 11.098)","Welbeck (FWD, 3↑) ==> (6.302, 30.631)","Baleba (MID, 2↓) ==> (4.648, 8.752)","Mitoma (MID, 3↓) ==> (3.176, 17.504)","Verbruggen (GKP, 5↑) ==> (3.015, 2.241)"
MCI,10,"Gvardiol (DEF, 4↑) ==> (5.696, 8.703)","Kovačić (MID, 5↓) ==> (5.523, 8.784)","Doku (MID, ~) ==> (3.475, 8.703)","Bernardo (MID, 3↓) ==> (3.349, 8.703)","Stones (DEF, 4↑) ==> (2.967, 4.433)"
AVL,10,"Watkins (FWD, 1↑) ==> (6.666, 24.055)","Martinez (GKP, 3↑) ==> (5.251, 10.838)","Rogers (MID, ~) ==> (4.92, 10.757)","Tielemans (MID, 4↑) ==> (4.111, 10.838)","Digne (DEF, ~) ==> (3.809, 13.055)"
ARS,9,"Saka (MID, 5↓) ==> (6.492, 25.988)","Martinelli (MID, 5↓) ==> (5.791, 13.103)","Havertz (FWD, 4↓) ==> (5.302, 17.374)","Trossard (MID, 3↓) ==> (4.538, 8.687)","Gabriel (DEF, 3↓) ==> (2.734, 17.447)"
CHE,7,"Palmer (MID, 5↓) ==> (10.093, 26.02)","Madueke (MID, 3↓) ==> (5.651, 12.982)","N.Jackson (FWD, 2↓) ==> (4.97, 23.885)","Sánchez (GKP, 3↓) ==> (3.462, 8.598)","Sancho (MID, 3↓) ==> (3.379, 6.576)"
FUL,7,"Raúl (FWD, ~) ==> (6.188, 23.885)","Andreas (MID, 4↓) ==> (3.982, 8.654)","Leno (GKP, 2↑) ==> (3.666, 12.925)","Robinson (DEF, 2↓) ==> (3.095, 8.654)","Adama (MID, ~) ==> (2.874, 12.925)"
EVE,7,"McNeil (MID, 1↓) ==> (6.982, 17.309)","Pickford (GKP, 1↓) ==> (6.218, 8.598)","Keane (DEF, 6↑) ==> (5.505, 4.384)","Young (DEF, ~) ==> (4.505, 11.017)","Tarkowski (DEF, 1↑) ==> (4.251, 6.519)"
BRE,2,"Mbeumo (MID, 4↓) ==> (6.445, 34.278)","Damsgaard (MID, ~) ==> (4.997, 10.709)","Pinnock (DEF, 3↑) ==> (4.251, 4.287)","Collins (DEF, 3↓) ==> (3.92, 6.438)","Carvalho (MID, 3↓) ==> (3.585, 4.271)"
BOU,-2,"Cook (MID, ~) ==> (4.379, 8.509)","Evanilson (FWD, 2↑) ==> (4.347, 8.509)","Semenyo (MID, ~) ==> (3.842, 14.882)","Kluivert (MID, 5↑) ==> (3.776, 6.357)","O.Dango (MID, 1↑) ==> (3.427, 6.373)"
LEI,-4,"Justin (DEF, 5↓) ==> (6.171, 6.373)","Buonanotte (MID, ~) ==> (5.95, 19.088)","Hermansen (GKP, 2↓) ==> (3.824, 12.747)","Vardy (FWD, 3↑) ==> (3.286, 8.476)","Mavididi (MID, 4↓) ==> (2.731, 8.476)"
MUN,-6,"Garnacho (MID, 5↑) ==> (4.523, 10.579)","Onana (GKP, 3↓) ==> (4.224, 18.925)","Rashford (MID, 4↑) ==> (3.302, 8.492)","Dalot (DEF, 4↓) ==> (3.161, 14.655)","Højlund (FWD, 4↑) ==> (2.839, 2.087)"
