def_rank,def_tier,team,def_xPts,avg_GA/match,def_potential,defAdv_nxtGWs
1,1,NFO,25.255999110626036,0.7,1.9911375039180572,7
2,1,LIV,19.671051872498808,0.6,1.3083652083064363,3
4,2,CRY,20.168189269750652,1.3,0.8529024374418711,3
10,5,EVE,16.546440075000703,1.7,0.06290163252316006,3
11,6,TOT,13.093885149749532,1.1,0.042831181970000964,3
14,7,FUL,11.668691769624715,1.3,-0.2998603678877467,3
8,4,MUN,14.802089082248902,1.2,0.1998117483069509,2
3,2,MCI,20.35359946637562,1.1,1.0274457008163398,1
5,3,NEW,17.181694990624912,1.0,0.6719475698402392,1
12,6,SOU,17.37960590837601,1.9,0.02650495508209183,1
6,3,BHA,16.859172275375705,1.4,0.32941152054955897,0
20,10,WOL,9.011145618000167,2.7,-1.706072055453134,0
16,8,LEI,9.530224147874513,1.8,-0.9633861899017417,-1
19,10,WHU,8.402902144124479,1.9,-1.1909799860852963,-1
7,4,BOU,15.681192490750846,1.2,0.3190420570837464,-2
15,8,CHE,10.592027546749502,1.2,-0.3711869897009005,-2
9,5,ARS,13.725424859373685,1.1,0.12848512649379706,-3
17,9,BRE,10.30530178837489,2.0,-1.0076612046389557,-4
13,7,AVL,12.91962057112473,1.5,-0.27959703559018706,-6
18,9,IPS,9.865247584249854,2.1,-1.1420428130819273,-8
