att_rank,att_tier,team,att_xPts,avg_GF/match,att_potential,attAdv_nxtGWs
2,1,BRE,30.89981117361,2.0,1.16663148071,6
3,2,MCI,28.90273464417,2.22222222222,1.07890776807,4
11,6,LEI,25.02859491264,1.44444444444,-0.04737360961,4
1,1,CHE,30.52223036819,2.11111111111,1.20469477368,3
4,2,LIV,30.81548817097,1.88888888889,1.06762755828,3
10,5,FUL,27.48069310236,1.33333333333,0.18826163163,3
13,7,NFO,24.24462512486,1.22222222222,-0.32656333253,2
9,5,AVL,25.35483283389,1.77777777778,0.25930478874,1
15,8,EVE,22.27468177277,1.11111111111,-0.67434392447,1
6,3,TOT,29.80400755306,2.0,1.02205817079,0
7,4,ARS,28.17595468167,1.88888888889,0.7193844187,0
20,10,CRY,15.61803398875,0.66666666667,-1.90409493278,0
16,8,MUN,23.20454959431,0.88888888889,-0.72742089216,-1
17,9,IPS,21.61657225348,1.0,-0.84904956419,-1
5,3,BHA,31.41202265917,1.77777777778,1.05845161159,-2
8,4,WHU,27.45773186653,1.44444444444,0.2731111589,-3
12,6,BOU,25.80400755306,1.22222222222,-0.12082840444,-4
18,9,NEW,20.81548817097,1.0,-0.95473946625,-4
14,7,WOL,21.42057980653,1.33333333333,-0.6112708952,-5
19,10,SOU,16.23460624223,0.66666666667,-1.82274833946,-7
