fpl_rank,fpl_tier,team,fpl_xPts,avg_GD/match,fpl_potential,fplAdv_nxtGWs
5,3,NFO,44.58651560556,0.44444444444,0.62620889581,5
2,1,MCI,49.42057980653,1.22222222222,1.43946711187,4
11,6,EVE,42.47484616125,-0.66666666667,-0.08506989442,4
7,4,ARS,42.00438520583,0.77777777778,0.53741051096,3
8,4,CHE,41.27906697861,0.88888888889,0.52053421221,2
9,5,BRE,43.24170165431,0.0,0.29469721987,2
15,8,LEI,37.62512940083,-0.44444444444,-0.43824374551,2
1,1,LIV,54.09163167902,1.33333333333,1.92970307496,1
4,2,TOT,42.65957125458,0.88888888889,0.65026412935,1
17,9,CRY,34.86119737833,-0.55555555556,-0.7492622267,0
18,9,WOL,30.96848161681,-1.44444444444,-1.52534316991,0
3,2,BHA,47.21456847694,0.44444444444,0.87317450626,-1
6,3,AVL,43.74389425723,0.55555555556,0.59830928882,-1
12,6,MUN,40.46211707236,-0.33333333333,-0.120360017,-2
13,7,FUL,37.77687437569,0.0,-0.21884815797,-2
19,10,IPS,28.92277240944,-1.22222222222,-1.61501644819,-2
14,7,NEW,37.12878373902,-0.11111111111,-0.33103500028,-3
10,5,BOU,39.57649672292,0.0,-0.04973252244,-4
20,10,SOU,27.47923136708,-1.44444444444,-1.85323794984,-4
16,8,WHU,36.59653448819,-0.33333333333,-0.48361981783,-5
