def_rank,def_tier,team,def_xPts,avg_GA/match,def_potential,defAdv_nxtGWs
6,3,EVE,20.20016438848,1.77777777778,0.51003553605,7
4,2,CRY,19.24316338958,1.22222222222,0.77008380539,5
3,2,MCI,20.51784516236,1.0,1.10117011332,4
10,5,ARS,14.30912362652,1.11111111111,0.17237489416,4
2,1,NFO,20.41056092389,0.77777777778,1.24293379577,3
1,1,LIV,23.27614350806,0.55555555556,1.79196578112,2
13,7,CHE,10.75683661042,1.22222222222,-0.39250170935,1
15,8,LEI,12.80254581778,1.88888888889,-0.58163279738,1
5,3,AVL,18.38906142333,1.22222222222,0.65307598799,0
8,4,NEW,16.31329556806,1.11111111111,0.4469367074,0
20,10,WOL,9.54790181028,2.77777777778,-1.65334761119,0
12,6,TOT,12.85556370152,1.11111111111,-0.02675574948,-1
17,9,SOU,11.24462512486,2.11111111111,-0.95152146049,-1
18,9,WHU,9.13880262167,1.77777777778,-1.00531725415,-2
7,4,MUN,17.25756747806,1.22222222222,0.49806681795,-3
9,5,BHA,15.80254581778,1.33333333333,0.22050537289,-3
16,8,BRE,12.34189048069,2.0,-0.72297089001,-3
11,6,BOU,13.77248916986,1.22222222222,0.0206280315,-4
19,10,IPS,7.30620015597,2.22222222222,-1.56929708642,-4
14,7,FUL,10.36485171652,1.33333333333,-0.52443228508,-6
