id,1st_name,2nd_name,position,team,prvGWsPtsTrend,web_name,tot_pts,fxtrs_plyd,fxtrs_not_plyd,med_form,MedAbsDev(form),avg_form,MeanAbsDev(form),StdDev(form),med_pts/fxtr,MedAbsDev(pts/fxtr),avg_pts/fxtr,MeanAbsDev(pts/fxtr),StdDev(pts/fxtr),med_pts/fxtr_plyd,MedAbsDev(pts/fxtr_plyd),avg_pts/fxtr_plyd,MeanAbsDev(pts/fxtr_plyd),StdDev(pts/fxtr_plyd),fplAdv_nxtGWs,xPts(fplAdv),defAdv_nxtGWs,xPts(defAdv),attAdv_nxtGWs,xPts(attAdv),xPts(avgAdv),#OfMatches_nxtGWs,gw10Pts,tot_aPts,tot_aPts-xPts(avgAdv),nxtGWsPtsTrend
17,Bukayo,Saka,MID,ARS,3↑,"Saka (MID, 3↑)",63,8,1,9.0,7.0,8.333333333333334,5.5555555555555545,6.548960901462833,6.0,3.0,7.0,3.555555555555556,4.546060565661952,6.5,2.5,7.875,3.34375,4.044672421840859,3,5.27050983125,0,0.0,0,5.1246117975,5.19756081438,1,2,2,-3.19756081438,3↓
9,Gabriel,Martinelli Silva,MID,ARS,~,"Martinelli (MID, ~)",37,9,0,2.0,1.0,3.0,2.0,2.160246899469287,3.0,2.0,4.111111111111111,2.592592592592593,3.510126444206959,3.0,2.0,4.111111111111111,2.592592592592593,3.510126444206959,3,2.65957125458,0,0.0,0,2.56230589875,2.61093857667,1,2,2,-0.6109385766700002,~
23,Leandro,Trossard,MID,ARS,~,"Trossard (MID, ~)",28,9,0,2.0,1.0,2.0,0.6666666666666666,0.816496580927726,2.0,1.0,3.111111111111111,2.839506172839506,3.871389197818744,2.0,1.0,3.111111111111111,2.839506172839506,3.871389197818744,3,1.75683661042,0,0.0,0,1.7082039325,1.73252027146,1,2,2,0.2674797285399999,~
20,Thomas,Partey,MID,ARS,~,"Thomas (MID, ~)",27,9,0,2.0,0.0,2.0,0.0,0.0,2.0,1.0,3.0,1.7777777777777777,2.905932629027116,2.0,1.0,3.0,1.7777777777777777,2.905932629027116,3,1.75683661042,0,0.0,0,1.7082039325,1.73252027146,1,2,2,0.2674797285399999,~
16,Declan,Rice,MID,ARS,3↑,"Rice (MID, 3↑)",15,8,1,2.0,0.0,3.0,1.3333333333333333,1.4142135623730951,2.0,1.0,1.6666666666666667,1.333333333333333,1.8257418583505536,2.0,0.5,1.875,1.1875,1.8328597873268972,3,1.75683661042,0,0.0,0,1.7082039325,1.73252027146,1,2,2,0.2674797285399999,~
4,Kai,Havertz,FWD,ARS,1↓,"Havertz (FWD, 1↓)",44,9,0,2.0,0.0,4.0,2.6666666666666665,2.8284271247461903,2.0,0.0,4.888888888888889,3.2098765432098766,3.541639433446495,2.0,0.0,4.888888888888889,3.2098765432098766,3.541639433446495,3,1.7082039325,0,0.0,0,1.7082039325,1.7082039325,1,1,1,-0.7082039325,~
633,Mikel,Merino,MID,ARS,5↑,"Merino (MID, 5↑)",11,3,6,2.0,1.0,3.6666666666666665,2.8888888888888893,3.091206165165235,0.0,0.0,1.2222222222222223,1.6790123456790125,2.4845199749997664,2.0,1.0,3.6666666666666665,2.8888888888888893,3.091206165165235,3,0.0,0,0.0,0,0.0,0.0,1,1,1,1.0,~
15,David,Raya Martin,GKP,ARS,2↓,"Raya (GKP, 2↓)",37,9,0,1.0,1.0,1.0,0.6666666666666666,0.816496580927726,2.0,2.0,4.111111111111111,3.259259259259259,3.634539385288028,2.0,2.0,4.111111111111111,3.259259259259259,3.634539385288028,3,1.80546928833,4,1.83789107361,0,0.0,1.82168018097,1,3,3,1.17831981903,1↑
3,Gabriel,dos Santos Magalhães,DEF,ARS,2↓,"Gabriel (DEF, 2↓)",41,9,0,1.0,0.0,1.3333333333333333,0.4444444444444444,0.4714045207910317,2.0,1.0,4.555555555555555,3.506172839506173,4.348974620173539,2.0,1.0,4.555555555555555,3.506172839506173,4.348974620173539,3,1.75683661042,4,1.77304750306,0,0.0,1.76494205674,1,2,2,0.23505794325999996,~
578,Riccardo,Calafiori,DEF,ARS,~,"Calafiori (DEF, ~)",14,6,3,1.0,1.0,1.0,0.6666666666666666,0.816496580927726,1.0,1.0,1.5555555555555556,1.7530864197530862,2.7125679146074897,1.0,0.5,2.333333333333333,2.2222222222222223,3.0368111930480994,3,0.90273464417,4,0.91894553681,0,0.0,0.91084009049,1,0,0,-0.91084009049,~
12,Ethan,Nwaneri,MID,ARS,~,"Nwaneri (MID, ~)",4,4,5,1.0,0.0,0.6666666666666666,0.4444444444444445,0.4714045207910317,0.0,0.0,0.4444444444444444,0.4938271604938272,0.4969039949999533,1.0,0.0,1.0,0.0,0.0,3,0.0,0,0.0,0,0.0,0.0,1,1,1,1.0,~
186,Raheem,Sterling,MID,ARS,~,"Sterling (MID, ~)",4,4,5,1.0,0.0,0.6666666666666666,0.4444444444444445,0.4714045207910317,0.0,0.0,0.4444444444444444,0.4938271604938272,0.4969039949999533,1.0,0.0,1.0,0.0,0.0,3,0.0,0,0.0,0,0.0,0.0,1,0,0,0.0,~
