team,fplAdv_nxtGWs,fplPlayer1,fplPlayer2,fplPlayer3,fplPlayer4,fplPlayer5
BOU,-1,"Christie (MID, 2↓) ==> (2.0, 1.708)","Tavernier (MID, ~) ==> (2.0, 1.7)","Semenyo (MID, ~) ==> (2.0, 1.692)","Kluivert (MID, ~) ==> (2.0, 1.692)","Cook (MID, ~) ==> (2.0, 1.692)"
FUL,-3,"Raúl (FWD, 2↓) ==> (3.5, 2.868)","Iwobi (MID, 4↑) ==> (3.0, 2.514)","Leno (GKP, 3↓) ==> (3.0, 2.514)","Smith Rowe (MID, 2↓) ==> (3.0, 2.465)","Tete (DEF, 1↑) ==> (2.0, 1.684)"
WHU,-4,"Bowen (MID, 4↑) ==> (4.0, 3.287)","L.Paquetá (MID, 1↑) ==> (2.0, 1.643)","Wan-Bissaka (DEF, 6↑) ==> (1.5, 1.249)","Kilman (DEF, 4↑) ==> (1.5, 1.216)","Souček (MID, 5↑) ==> (1.5, 1.184)"
EVE,-4,"Young (DEF, 4↑) ==> (5.0, 4.141)","Pickford (GKP, 4↑) ==> (2.0, 1.676)","A.Doucoure (MID, 1↑) ==> (2.0, 1.643)","Tarkowski (DEF, 4↑) ==> (1.5, 1.216)","Mykolenko (DEF, 4↑) ==> (1.5, 1.216)"
CRY,-4,"Henderson (GKP, 4↑) ==> (2.5, 2.038)","Mateta (FWD, 3↑) ==> (2.0, 1.643)","Guéhi (DEF, ~) ==> (2.0, 1.643)","I.Sarr (MID, 6↑) ==> (1.0, 0.854)","Lacroix (DEF, ~) ==> (1.0, 0.789)"
IPS,-5,"Morsy (MID, ~) ==> (2.0, 1.668)","Delap (FWD, ~) ==> (2.0, 1.627)","Szmodics (MID, ~) ==> (2.0, 1.627)","Davis (DEF, ~) ==> (2.0, 1.627)","Muric (GKP, 1↑) ==> (2.0, 1.627)"
LEI,-5,"Ndidi (MID, ~) ==> (2.0, 1.708)","Winks (MID, ~) ==> (2.0, 1.708)","J.Ayew (MID, 4↑) ==> (2.0, 1.627)","Hermansen (GKP, ~) ==> (2.0, 1.627)","A.Fatawu (MID, 2↓) ==> (2.0, 1.627)"
AVL,-6,"Watkins (FWD, 4↑) ==> (3.5, 2.843)","Rogers (MID, ~) ==> (2.0, 1.611)","Tielemans (MID, 1↑) ==> (2.0, 1.611)","Martinez (GKP, ~) ==> (2.0, 1.611)","Onana (MID, 2↓) ==> (2.0, 1.611)"
MCI,-7,"Haaland (FWD, 3↓) ==> (5.5, 4.3)","Gündogan (MID, ~) ==> (2.0, 1.651)","Kovačić (MID, 2↓) ==> (2.0, 1.595)","Gvardiol (DEF, 2↓) ==> (2.0, 1.538)","Foden (MID, 1↑) ==> (1.5, 1.224)"
SOU,-7,"Downes (MID, ~) ==> (2.0, 1.651)","M.Fernandes (MID, 4↑) ==> (2.0, 1.595)","Aribo (MID, ~) ==> (1.5, 1.224)","Archer (FWD, ~) ==> (1.0, 0.797)","Harwood-Bellis (DEF, ~) ==> (1.0, 0.741)"
