att_rank,att_tier,team,att_xPts,avg_GF/match,att_potential,attAdv_nxtGWs
4,2,CHE,29.202539759886943,1.90909090909,0.9496546475893168,8
5,3,FUL,30.838692960569226,1.45454545455,0.7445997196038245,6
2,1,LIV,32.19483525704362,1.90909090909,1.3173559565832431,5
6,3,BHA,28.696875587274516,1.72727272727,0.725073344261956,4
1,1,BRE,32.3778853507945,2.0,1.4210716095407965,3
3,2,TOT,29.24739632272464,2.09090909091,1.1176106739527571,2
12,6,NEW,26.726323144431756,1.18181818182,-0.004405227720220617,2
14,7,MUN,25.50158351215682,1.09090909091,-0.23612648950691906,2
7,4,MCI,25.04531338090559,2.0,0.5200254681575721,1
9,5,BOU,26.295876727956237,1.36363636364,0.10514429171748177,1
18,9,EVE,19.711827774887084,0.90909090909,-1.1100311591263086,1
10,5,NFO,26.078384780456727,1.36363636364,0.07841829695428751,0
16,8,LEI,21.584505771137046,1.27272727273,-0.555023593473848,-1
19,10,CRY,14.760308180112496,0.72727272727,-1.8809311197786345,-2
8,4,ARS,25.22111578988722,1.63636363636,0.21674067760012697,-3
11,6,WOL,25.010871527156958,1.45454545455,0.02846136640072009,-3
13,7,AVL,22.4798404578429,1.54545454545,-0.20133656488311064,-5
15,8,IPS,23.475302979319398,1.09090909091,-0.4851212846479468,-6
17,9,WHU,20.768012682955813,1.18181818182,-0.7365784232321972,-6
20,10,SOU,14.333485606024691,0.63636363636,-2.014602189981438,-9
