fpl_rank,fpl_tier,team,fpl_xPts,avg_GD/match,fpl_potential,fplAdv_nxtGWs
1,1,LIV,55.29995738840566,1.36363636364,2.2798914435172852,9
7,4,CHE,40.2401486379554,0.72727272727,0.44593316666600363,6
3,2,FUL,47.594920480226115,0.27272727273,0.9300448221990836,5
6,3,NEW,43.43044641647552,0.18181818182,0.4686436683512195,5
2,1,NFO,47.30674825511319,0.45454545455,0.9992689128445735,4
9,5,MUN,43.662890551593776,0.0,0.39389937121309526,4
8,4,BHA,41.6932517448868,0.36363636364,0.39433326652326456,2
11,6,BRE,41.03352821761285,0.0,0.13344502901748087,2
14,7,AVL,33.794750033861135,0.0,-0.5836000072529758,2
4,2,TOT,41.449936082611586,0.90909090909,0.6635392795862504,1
5,3,MCI,41.74943665295554,0.81818181818,0.6443219822053177,-1
12,6,BOU,38.367013823637535,0.0,-0.13068945083370936,-2
15,8,EVE,37.112369816137466,-0.63636363636,-0.5971621379033687,-2
17,9,CRY,34.05210424761313,-0.63636363636,-0.900300068070679,-2
10,5,ARS,39.16538769988638,0.54545454545,0.24170225102867726,-4
18,9,IPS,33.5727206078443,-0.90909090909,-1.0944398904001622,-4
13,7,WOL,39.871764360114184,-1.0,-0.5193659207621947,-5
16,8,WHU,34.64793836397503,-0.54545454545,-0.7923944207244471,-5
19,10,LEI,30.097874446592794,-0.63636363636,-1.2919905963825435,-6
20,10,SOU,29.584048953069153,-1.27272727273,-1.6850807008183515,-9
