avg_rank,avg_tier,team,rank_avg,tier_avg,avg_potential,avgAdv_nxtGWs
3,2,ARS,3.5,2.0,1.3491461630388026,5.0
4,2,TOT,8.75,4.75,0.868608170949557,4.75
8,4,BHA,7.25,3.75,0.19850624033498931,4.25
2,1,CHE,4.5,2.25,1.451067390917625,3.75
7,4,MCI,5.5,3.0,0.20532322077969922,3.0
1,1,LIV,1.0,1.0,1.698495426027506,2.75
5,3,BOU,10.25,5.5,0.3497903084600905,2.75
13,7,NEW,11.5,6.25,-0.300867571136631,2.0
12,6,AVL,4.75,2.5,-0.09838507837649321,1.5
18,9,IPS,17.0,8.75,-1.2036279049215204,0.75
19,10,WOL,18.0,9.5,-1.2138962737725345,-0.75
10,5,NFO,7.25,4.0,0.016153639533375643,-1.5
17,9,LEI,16.5,8.25,-0.7281848588626785,-2.0
11,6,FUL,6.75,3.75,0.014113792715823643,-2.75
16,8,WHU,16.0,8.25,-0.5087275305491913,-2.75
9,5,MUN,11.75,6.0,0.09856818611190452,-3.0
6,3,BRE,11.75,6.0,0.2424876149494394,-3.75
14,7,CRY,15.75,8.0,-0.34545785232010295,-4.25
20,10,SOU,18.75,9.5,-1.694751874199224,-4.75
15,8,EVE,13.5,7.0,-0.39836120967498634,-5.0
