id,1st_name,2nd_name,position,team,prvGWsPtsTrend,web_name,tot_pts,fxtrs_plyd,fxtrs_not_plyd,med_form,MedAbsDev(form),form,MeanAbsDev(form),StdDev(form),med_pts/fxtr,MedAbsDev(pts/fxtr),avg_pts/fxtr,MeanAbsDev(pts/fxtr),StdDev(pts/fxtr),med_pts/fxtr_plyd,MedAbsDev(pts/fxtr_plyd),avg_pts/fxtr_plyd,MeanAbsDev(pts/fxtr_plyd),StdDev(pts/fxtr_plyd),fplAdv_nxtGWs,xPts(fplAdv),defAdv_nxtGWs,xPts(defAdv),attAdv_nxtGWs,xPts(attAdv),xPts(avgAdv),#OfMatches_nxtGWs,gw16Pts,tot_aPts,tot_aPts-xPts(avgAdv),nxtGWsPtsTrend
113,Simon,Adingra,MID,BHA,2↓,"Adingra (MID, 2↓)",21,10,5,1.0,0.5,1.0,0.5,0.7071067811865476,1.0,1.0,1.4,1.2,1.624807680927192,1.5,0.5,2.1,1.16,1.5779733838059502,3,1.3333333333333333,0,0.0,5,1.5555555555555556,1.44444444444,1,1,1,-0.44444444444,~
629,Matt,O'Riley,MID,BHA,~,"O'Riley (MID, ~)",11,5,10,1.0,0.0,0.75,0.375,0.4330127018922193,0.0,0.0,0.7333333333333333,1.0755555555555554,1.9821424996424672,1.0,0.0,2.2,2.3199999999999994,2.9257477676655586,3,0.0,0,0.0,5,0.0,0.0,1,0,0,0.0,~
120,Lewis,Dunk,DEF,BHA,~,"Dunk (DEF, ~)",24,11,4,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.6,1.8666666666666676,2.3323807579381204,1.0,1.0,2.1818181818181817,2.0826446280991733,2.479669399451974,3,1.3333333333333333,6,1.6666666666666663,0,0.0,1.5,1,0,0,-1.5,1↓
115,Carlos,Baleba,MID,BHA,2↓,"Baleba (MID, 2↓)",35,12,3,0.0,1.0,1.75,3.625,4.264680527307995,1.0,1.0,2.333333333333333,2.444444444444444,3.5150470203904183,2.0,1.0,2.9166666666666665,2.569444444444445,3.707162736589204,3,1.3333333333333333,0,0.0,5,1.5555555555555556,1.44444444444,1,2,2,0.55555555556,~
145,Joël,Veltman,DEF,BHA,2↓,"Veltman (DEF, 2↓)",34,11,4,0.0,0.0,0.5,0.75,0.8660254037844386,1.0,1.0,2.2666666666666666,2.026666666666666,2.644911256650316,2.0,1.0,3.090909090909091,2.314049586776859,2.64418901313618,3,1.3333333333333333,6,1.6666666666666663,0,0.0,1.5,1,0,0,-1.5,1↓
595,Brajan,Gruda,MID,BHA,~,"Gruda (MID, ~)",5,5,10,0.0,0.0,0.25,0.375,0.4330127018922193,0.0,0.0,0.3333333333333333,0.4444444444444443,0.4714045207910317,1.0,0.0,1.0,0.0,0.0,3,0.0,0,0.0,5,0.0,0.0,1,1,1,1.0,~
126,Jack,Hinshelwood,MID,BHA,2↓,"Hinshelwood (MID, 2↓)",28,10,5,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.8666666666666667,1.36,2.3907228102721483,2.0,0.0,2.8,1.48,2.4413111231467406,3,2.333333333333333,0,0.0,5,2.555555555555556,2.44444444444,1,0,0,-2.44444444444,2↓
628,Ferdi,Kadioglu,DEF,BHA,~,"F.Kadıoğlu (DEF, ~)",19,6,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2666666666666666,1.8933333333333329,2.3795424396766323,3.5,2.5,3.1666666666666665,2.833333333333333,2.852873794770615,3,0.0,6,0.0,0,0.0,0.0,1,0,0,0.0,~
142,Jason,Steele,GKP,BHA,~,"Steele (GKP, ~)",9,2,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0399999999999998,1.781385228784985,4.5,2.5,4.5,2.5,2.5,3,0.0,6,0.0,0,0.0,0.0,1,0,0,0.0,~
121,Julio,Enciso,MID,BHA,~,"Enciso (MID, ~)",7,7,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4666666666666667,0.4977777777777777,0.4988876515698587,1.0,0.0,1.0,0.0,0.0,3,0.0,0,0.0,5,0.0,0.0,1,1,1,1.0,~
134,James,Milner,MID,BHA,~,"Milner (MID, ~)",5,3,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.5333333333333332,0.699205898780101,2.0,0.0,1.6666666666666667,0.4444444444444444,0.4714045207910317,3,0.0,0,0.0,5,0.0,0.0,1,0,0,0.0,~
124,Billy,Gilmour,MID,BHA,~,"Gilmour (MID, ~)",3,2,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3466666666666667,0.5416025603090641,1.5,0.5,1.5,0.5,0.5,3,0.0,0,0.0,5,0.0,0.0,1,0,0,0.0,~
137,Jakub,Moder,MID,BHA,~,"Moder (MID, ~)",2,2,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1333333333333333,0.2311111111111111,0.3399346342395189,1.0,0.0,1.0,0.0,0.0,3,0.0,0,0.0,5,0.0,0.0,1,0,0,0.0,~
141,Jeremy,Sarmiento Morante,MID,BHA,~,"Sarmiento (MID, ~)",1,1,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666666666,0.1244444444444444,0.2494438257849294,1.0,0.0,1.0,0.0,0.0,3,0.0,0,0.0,5,0.0,0.0,1,0,0,0.0,~
147,Adam,Webster,DEF,BHA,~,"Webster (DEF, ~)",1,3,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666666666,0.248888888888889,0.4422166387140532,1.0,0.0,0.3333333333333333,0.888888888888889,0.9428090415820634,3,0.0,6,0.0,0,0.0,0.0,1,0,0,0.0,~
114,Benicio,Baker-Boaitey,MID,BHA,~,"Baker-Boaitey (MID, ~)",0,0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0,0.0,5,0.0,0.0,1,0,0,0.0,~
116,Valentín,Barco,DEF,BHA,~,"Barco (DEF, ~)",0,0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,6,0.0,0,0.0,0.0,1,0,0,0.0,~
118,Amario,Cozier-Duberry,MID,BHA,~,"Cozier-Duberry (MID, ~)",0,0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0,0.0,5,0.0,0.0,1,0,0,0.0,~
119,Mahmoud,Dahoud,MID,BHA,~,"Dahoud (MID, ~)",0,0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0,0.0,5,0.0,0.0,1,0,0,0.0,~
125,Pascal,Groß,MID,BHA,~,"Gross (MID, ~)",0,0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0,0.0,5,0.0,0.0,1,0,0,0.0,~
127,Ibrahim,Osman,MID,BHA,~,"I.Osman (MID, ~)",0,0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0,0.0,5,0.0,0.0,1,0,0,0.0,~
130,Kacper,Kozłowski,MID,BHA,~,"Kozlowski (MID, ~)",0,0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0,0.0,5,0.0,0.0,1,0,0,0.0,~
132,Solly,March,MID,BHA,~,"March (MID, ~)",0,0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0,0.0,5,0.0,0.0,1,0,0,0.0,~
133,Adrian,Mazilu,MID,BHA,~,"Mazilu (MID, ~)",0,0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0,0.0,5,0.0,0.0,1,0,0,0.0,~
138,Mark,O’Mahony,FWD,BHA,~,"O’Mahony (FWD, ~)",0,0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0,0.0,5,0.0,0.0,1,0,0,0.0,~
139,Odeluga,Offiah,DEF,BHA,~,"Offiah (DEF, ~)",0,0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,6,0.0,0,0.0,0.0,1,0,0,0.0,~
140,Cameron,Peupion,MID,BHA,~,"Peupion (MID, ~)",0,0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0,0.0,5,0.0,0.0,1,0,0,0.0,~
143,Deniz,Undav,FWD,BHA,~,"Undav (FWD, ~)",0,0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0,0.0,5,0.0,0.0,1,0,0,0.0,~
601,Andrew,Moran,MID,BHA,~,"Moran (MID, ~)",0,0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0,0.0,5,0.0,0.0,1,0,0,0.0,~
615,Carl,Rushworth,GKP,BHA,~,"Rushworth (GKP, ~)",0,0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,6,0.0,0,0.0,0.0,1,0,0,0.0,~
663,Imari,Samuels,DEF,BHA,~,"Samuels (DEF, ~)",0,0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,6,0.0,0,0.0,0.0,1,0,0,0.0,~
668,Killian,Cahill,GKP,BHA,~,"Cahill (GKP, ~)",0,0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,6,0.0,0,0.0,0.0,1,0,0,0.0,~
681,Ruairi,McConville,DEF,BHA,~,"McConville (DEF, ~)",0,0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,6,0.0,0,0.0,0.0,1,0,0,0.0,~
685,Jacob,Slater,DEF,BHA,~,"Slater (DEF, ~)",0,0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,6,0.0,0,0.0,0.0,1,0,0,0.0,~
70,Milos,Kerkez,DEF,BOU,~,"Kerkez (DEF, ~)",48,15,0,4.5,3.0,4.5,3.0,3.0413812651491097,2.0,1.0,3.2,2.56,2.9933259094191533,2.0,1.0,3.2,2.56,2.9933259094191533,4,2.4444444444444446,1,2.111111111111111,0,0.0,2.27777777778,1,2,2,-0.2777777777799999,~
83,Marcus,Tavernier,MID,BOU,~,"Tavernier (MID, ~)",48,15,0,3.5,1.5,3.75,1.75,1.7853571071357126,2.0,1.0,3.2,1.4933333333333332,2.006655592438988,2.0,1.0,3.2,1.4933333333333332,2.006655592438988,4,2.4444444444444446,0,0.0,2,2.2222222222222223,2.33333333333,1,0,0,-2.33333333333,2↓
71,Justin,Kluivert,MID,BOU,~,"Kluivert (MID, ~)",62,15,0,2.5,0.5,6.75,6.625,7.660776723022281,2.0,1.0,4.133333333333334,3.5288888888888885,5.057887130237509,2.0,1.0,4.133333333333334,3.5288888888888885,5.057887130237509,4,2.4444444444444446,0,0.0,2,2.2222222222222223,2.33333333333,1,3,3,0.6666666666699999,~
62,David,Brooks,MID,BOU,2↑,"Brooks (MID, 2↑)",17,8,7,2.5,1.0,3.25,1.875,2.277608394786075,1.0,1.0,1.1333333333333333,1.1466666666666667,1.783878421367954,1.0,0.0,2.125,1.4375,1.964529205687714,4,1.4444444444444444,0,0.0,2,1.2222222222222223,1.33333333333,1,1,1,-0.3333333333299999,~
65,Enes,Ünal,FWD,BOU,4↑,"Enes Ünal (FWD, 4↑)",20,12,3,2.5,1.5,3.0,2.0,2.1213203435596424,1.0,0.0,1.3333333333333333,0.977777777777778,1.534781924429512,1.0,0.0,1.6666666666666667,1.111111111111111,1.5456030825826172,4,1.0,0,0.0,2,1.0,1.0,1,8,8,7.0,5↑
85,Illia,Zabarnyi,DEF,BOU,2↑,"Zabarnyi (DEF, 2↑)",33,15,0,2.5,2.0,2.75,2.25,2.384848003542364,2.0,1.0,2.2,1.2533333333333334,1.758787461103056,2.0,1.0,2.2,1.2533333333333334,1.758787461103056,4,2.4444444444444446,1,2.111111111111111,0,0.0,2.27777777778,1,2,2,-0.2777777777799999,~
617,Francisco Evanilson,de Lima Barbosa,FWD,BOU,~,"Evanilson (FWD, ~)",63,14,1,2.0,0.0,4.5,3.75,4.330127018922194,2.0,2.0,4.2,3.173333333333334,3.5627704575699704,2.0,1.0,4.5,3.142857142857143,3.5,4,2.888888888888889,0,0.0,2,2.4444444444444446,2.66666666667,1,2,2,-0.6666666666699999,~
152,Kepa,Arrizabalaga,GKP,BOU,1↑,"Arrizabalaga (GKP, 1↑)",31,10,5,2.0,1.0,3.0,2.0,2.449489742783178,2.0,2.0,2.066666666666667,1.6888888888888889,2.1437246921084703,2.5,1.0,3.1,1.5399999999999998,1.9209372712298547,4,2.888888888888889,1,2.2222222222222223,0,0.0,2.55555555556,1,2,2,-0.5555555555599998,~
63,Ryan,Christie,MID,BOU,~,"Christie (MID, ~)",30,14,1,2.0,0.5,1.75,0.875,1.0897247358851685,2.0,0.0,2.0,0.6666666666666666,1.2649110640673518,2.0,0.0,2.142857142857143,0.6734693877551019,1.1866605518454392,4,2.0,0,0.0,2,2.0,2.0,1,3,3,1.0,~
60,Tyler,Adams,MID,BOU,~,"Adams (MID, ~)",9,6,9,2.0,0.0,1.5,0.75,0.8660254037844386,0.0,0.0,0.6,0.7999999999999999,0.8793937305515277,2.0,0.0,1.5,0.6666666666666666,0.7637626158259734,4,0.0,0,0.0,2,0.0,0.0,1,1,1,1.0,~
580,Dean,Huijsen,DEF,BOU,1↑,"Huijsen (DEF, 1↑)",24,9,6,1.5,0.5,4.75,5.125,5.931905258852336,1.0,1.0,1.6,1.8933333333333335,3.647830405414521,1.0,0.0,2.6666666666666665,2.740740740740741,4.396968652757639,4,1.4444444444444444,1,1.1111111111111112,0,0.0,1.27777777778,1,2,2,0.7222222222200001,~
81,Adam,Smith,DEF,BOU,~,"Smith (DEF, ~)",28,15,0,1.5,0.5,2.5,1.75,2.0615528128088303,1.0,1.0,1.8666666666666667,1.0577777777777777,1.5434449203720302,1.0,1.0,1.8666666666666667,1.0577777777777777,1.5434449203720302,4,1.4444444444444444,1,1.1111111111111112,0,0.0,1.27777777778,1,6,6,4.72222222222,4↑
78,Antoine,Semenyo,MID,BOU,~,"Semenyo (MID, ~)",52,14,1,1.5,1.0,1.5,1.0,1.118033988749895,2.0,1.0,3.466666666666667,2.4888888888888894,2.895206766747795,2.0,1.0,3.7142857142857135,2.489795918367347,2.839229559193113,4,2.4444444444444446,0,0.0,2,2.2222222222222223,2.33333333333,1,3,3,0.6666666666699999,~
74,Dango,Ouattara,MID,BOU,5↑,"O.Dango (MID, 5↑)",37,12,3,1.0,0.0,3.75,4.125,4.763139720814412,1.0,1.0,2.466666666666667,2.284444444444445,3.2221455929585527,1.5,0.5,3.083333333333333,2.458333333333333,3.3281209246193093,4,1.4444444444444444,0,0.0,2,1.2222222222222223,1.33333333333,1,2,2,0.6666666666700001,~
64,Lewis,Cook,MID,BOU,~,"Cook (MID, ~)",40,14,1,1.0,0.5,1.0,0.5,0.7071067811865476,2.0,1.0,2.6666666666666665,1.9111111111111116,2.599145158615724,2.0,1.0,2.857142857142857,1.9387755102040816,2.5872528966106905,4,2.4444444444444446,0,0.0,2,2.2222222222222223,2.33333333333,1,2,2,-0.33333333333000015,~
76,Philip,Billing,MID,BOU,~,"Philip (MID, ~)",5,5,10,1.0,0.0,0.75,0.375,0.4330127018922193,0.0,0.0,0.3333333333333333,0.4444444444444443,0.4714045207910317,1.0,0.0,1.0,0.0,0.0,4,0.0,0,0.0,2,0.0,0.0,1,1,1,1.0,~
79,Marcos,Senesi,DEF,BOU,1↓,"Senesi (DEF, 1↓)",21,11,4,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.4,1.2533333333333332,2.154065922853801,1.0,0.0,1.9090909090909087,1.3388429752066118,2.3141676475196102,4,1.4444444444444444,1,1.1111111111111112,0,0.0,1.27777777778,1,0,0,-1.27777777778,1↓
59,Max,Aarons,DEF,BOU,~,"Aarons (DEF, ~)",1,1,14,0.0,0.0,0.25,0.375,0.4330127018922193,0.0,0.0,0.0666666666666666,0.1244444444444444,0.2494438257849294,1.0,0.0,1.0,0.0,0.0,4,0.0,1,0.0,0,0.0,0.0,1,0,0,0.0,~
68,James,Hill,DEF,BOU,~,"Hill (DEF, ~)",1,1,14,0.0,0.0,0.25,0.375,0.4330127018922193,0.0,0.0,0.0666666666666666,0.1244444444444444,0.2494438257849294,1.0,0.0,1.0,0.0,0.0,4,0.0,1,0.0,0,0.0,0.0,1,0,0,0.0,~
80,Luis,Sinisterra,MID,BOU,1↓,"Sinisterra (MID, 1↓)",19,8,7,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.2666666666666666,1.395555555555555,2.669997919266771,1.0,0.0,2.375,2.15625,3.276335605520289,4,1.4444444444444444,0,0.0,2,1.2222222222222223,1.33333333333,1,0,0,-1.33333333333,1↓
77,Alex,Scott,MID,BOU,1↓,"Scott (MID, 1↓)",11,8,7,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7333333333333333,0.6844444444444443,0.8537498983243799,1.0,0.0,1.375,0.5625,0.6959705453537527,4,1.4444444444444444,0,0.0,2,1.2222222222222223,1.33333333333,1,0,0,-1.33333333333,1↓
84,Mark,Travers,GKP,BOU,~,"Travers (GKP, ~)",10,3,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0666666666666662,1.4452988925785863,3.0,1.0,3.333333333333333,1.1111111111111112,1.247219128924647,4,0.0,1,0.0,0,0.0,0.0,1,0,0,0.0,~
592,Julián,Araujo Zúñiga,DEF,BOU,~,"J.Araujo (DEF, ~)",8,8,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.5688888888888889,0.618241233033047,1.0,0.0,1.0,0.25,0.5,4,0.0,1,0.0,0,0.0,0.0,1,0,0,0.0,~
69,Daniel,Jebbison,FWD,BOU,~,"Jebbison (FWD, ~)",2,2,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1333333333333333,0.2311111111111111,0.3399346342395189,1.0,0.0,1.0,0.0,0.0,4,0.0,0,0.0,2,0.0,0.0,1,0,0,0.0,~
61,Jaidon,Anthony,MID,BOU,~,"Anthony (MID, ~)",0,0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0,0.0,2,0.0,0.0,1,0,0,0.0,~
66,Romain,Faivre,MID,BOU,~,"Faivre (MID, ~)",0,0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0,0.0,2,0.0,0.0,1,0,0,0.0,~
67,Hamed,Traorè,MID,BOU,~,"H.Traorè (MID, ~)",0,0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0,0.0,2,0.0,0.0,1,0,0,0.0,~
72,Chris,Mepham,DEF,BOU,~,"Mepham (DEF, ~)",0,0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,1,0.0,0,0.0,0.0,1,0,0,0.0,~
75,Alex,Paulsen,GKP,BOU,~,"Paulsen (GKP, ~)",0,0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,1,0.0,0,0.0,0.0,1,0,0,0.0,~
599,Will,Dennis,GKP,BOU,~,"Dennis (GKP, ~)",0,0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,1,0.0,0,0.0,0.0,1,0,0,0.0,~
680,Max,Kinsey,DEF,BOU,~,"Kinsey (DEF, ~)",0,0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,1,0.0,0,0.0,0.0,1,0,0,0.0,~
687,Ben,Winterburn,MID,BOU,~,"Winterburn (MID, ~)",0,0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0,0.0,2,0.0,0.0,1,0,0,0.0,~
106,Kevin,Schade,MID,BRE,4↑,"Schade (MID, 4↑)",53,15,0,5.5,2.5,8.75,7.125,8.437268515343103,1.0,1.0,3.533333333333333,3.448888888888889,5.52408866289776,1.0,1.0,3.533333333333333,3.448888888888889,5.52408866289776,-4,0.5555555555555556,0,0.0,1,1.1111111111111112,0.83333333333,1,3,3,2.16666666667,2↑
88,Nathan,Collins,DEF,BRE,4↑,"Collins (DEF, 4↑)",47,15,0,5.5,1.0,4.5,2.25,2.692582403567252,1.0,1.0,3.1333333333333333,2.6933333333333334,2.985892756874492,1.0,1.0,3.1333333333333333,2.6933333333333334,2.985892756874492,-4,0.5555555555555556,-8,0.1111111111111111,0,0.0,0.33333333333,1,1,1,0.6666666666700001,~
110,Yoane,Wissa,FWD,BRE,4↑,"Wissa (FWD, 4↑)",73,12,3,4.5,2.5,4.75,2.75,2.7726341266023544,2.0,2.0,4.866666666666666,3.991111111111111,4.302970550161313,7.0,4.5,6.083333333333333,3.5694444444444446,3.967751952372471,-4,1.1111111111111112,0,0.0,1,2.2222222222222223,1.66666666667,1,2,2,0.3333333333299999,~
89,Mikkel,Damsgaard,MID,BRE,2↓,"Damsgaard (MID, 2↓)",58,15,0,4.0,2.0,4.5,2.5,2.958039891549808,3.0,2.0,3.8666666666666663,2.355555555555556,2.8487814158961995,3.0,2.0,3.8666666666666663,2.355555555555556,2.8487814158961995,-4,2.111111111111111,0,0.0,1,3.2222222222222223,2.66666666667,1,2,2,-0.6666666666699999,~
91,Mark,Flekken,GKP,BRE,~,"Flekken (GKP, ~)",46,15,0,3.0,0.5,4.25,2.375,2.7726341266023544,3.0,1.0,3.066666666666667,1.1644444444444444,1.8427033281447005,3.0,1.0,3.066666666666667,1.1644444444444444,1.8427033281447005,-4,2.555555555555556,-8,2.111111111111111,0,0.0,2.33333333333,1,3,3,0.6666666666699999,~
99,Bryan,Mbeumo,MID,BRE,5↑,"Mbeumo (MID, 5↑)",96,15,0,2.5,0.5,5.0,4.0,4.636809247747852,5.0,3.0,6.4,4.159999999999999,4.65904138924164,5.0,3.0,6.4,4.159999999999999,4.65904138924164,-4,3.666666666666667,0,0.0,1,5.333333333333333,4.5,1,9,9,4.5,4↑
104,Ethan,Pinnock,DEF,BRE,~,"Pinnock (DEF, ~)",32,15,0,1.5,1.0,2.25,1.875,2.277608394786075,1.0,0.0,2.1333333333333333,1.813333333333333,2.334285520001546,1.0,0.0,2.1333333333333333,1.813333333333333,2.334285520001546,-4,1.0,-8,1.0,0,0.0,1.0,1,1,1,0.0,~
338,Sepp,van den Berg,DEF,BRE,~,"Van den Berg (DEF, ~)",19,13,2,1.5,1.0,2.25,1.875,2.277608394786075,1.0,0.0,1.2666666666666666,0.8266666666666663,1.3888444437333105,1.0,0.0,1.4615384615384617,0.863905325443787,1.393136175098064,-4,1.0,-8,1.0,0,0.0,1.0,1,1,1,0.0,~
98,Keane,Lewis-Potter,MID,BRE,1↓,"Lewis-Potter (MID, 1↓)",36,15,0,1.5,0.5,1.75,0.75,0.82915619758885,2.0,1.0,2.4,1.1999999999999995,1.451436070471816,2.0,1.0,2.4,1.1999999999999995,1.451436070471816,-4,1.5555555555555556,0,0.0,1,2.111111111111111,1.83333333333,1,2,2,0.16666666667000007,~
94,Vitaly,Janelt,MID,BRE,2↓,"Janelt (MID, 2↓)",44,14,1,1.5,1.0,1.5,1.0,1.118033988749895,2.0,1.0,2.933333333333333,1.52,2.0805982045769644,2.0,0.5,3.142857142857143,1.4897959183673468,1.994891434824135,-4,1.5555555555555556,0,0.0,1,2.111111111111111,1.83333333333,1,0,0,-1.83333333333,2↓
111,Yehor,Yarmoliuk,MID,BRE,~,"Yarmoliuk (MID, ~)",13,11,4,1.5,0.5,1.5,0.5,0.5,1.0,1.0,0.8666666666666667,0.5777777777777778,0.7180219742846006,1.0,0.0,1.181818181818182,0.4462809917355372,0.5749595745760689,-4,0.5555555555555556,0,0.0,1,1.1111111111111112,0.83333333333,1,2,2,1.1666666666699999,1↑
101,Christian,Nørgaard,MID,BRE,3↑,"Nørgaard (MID, 3↑)",29,12,3,1.0,2.0,1.25,2.25,2.5860201081971503,2.0,1.0,1.9333333333333331,1.5466666666666666,2.2050447211388304,2.0,0.5,2.4166666666666665,1.625,2.2157893000513886,-4,1.5555555555555556,0,0.0,1,2.111111111111111,1.83333333333,1,2,2,0.16666666667000007,~
107,Igor Thiago,Nascimento Rodrigues,FWD,BRE,2↑,"Thiago (FWD, 2↑)",5,4,11,1.0,0.0,1.25,0.375,0.4330127018922193,0.0,0.0,0.3333333333333333,0.4888888888888887,0.5962847939999438,1.0,0.0,1.25,0.375,0.4330127018922193,-4,0.0,0,0.0,1,0.0,0.0,1,0,0,0.0,~
314,Fábio,Freitas Gouveia Carvalho,MID,BRE,~,"Carvalho (MID, ~)",25,14,1,1.0,0.5,1.0,0.5,0.7071067811865476,1.0,0.0,1.6666666666666667,1.2444444444444442,1.7763883459298968,1.0,0.0,1.7857142857142858,1.26530612244898,1.779990827768159,-4,1.0,0,0.0,1,1.0,1.0,1,1,1,0.0,~
95,Mathias,Jensen,MID,BRE,1↓,"Jensen (MID, 1↓)",17,8,7,0.5,0.5,1.0,1.0,1.224744871391589,1.0,1.0,1.1333333333333333,1.1288888888888886,1.586050300449376,1.5,0.5,2.125,1.1875,1.6153559979150107,-4,0.5555555555555556,0,0.0,1,1.1111111111111112,0.83333333333,1,0,0,-0.83333333333,~
105,Mads,Roerslev Rasmussen,DEF,BRE,~,"Roerslev (DEF, ~)",14,11,4,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.9333333333333332,0.6222222222222222,0.9977753031397176,1.0,0.0,1.2727272727272727,0.6280991735537189,0.9620913858416694,-4,1.0,-8,1.0,0,0.0,1.0,1,2,2,1.0,~
674,Paris,Maghoma,MID,BRE,~,"Maghoma (MID, ~)",2,2,13,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.1333333333333333,0.2311111111111111,0.3399346342395189,1.0,0.0,1.0,0.0,0.0,-4,0.0,0,0.0,1,0.0,0.0,1,0,0,0.0,~
100,Ben,Mee,DEF,BRE,~,"Mee (DEF, ~)",2,3,12,0.0,0.0,0.25,0.375,0.4330127018922193,0.0,0.0,0.1333333333333333,0.2311111111111111,0.3399346342395189,1.0,0.0,0.6666666666666666,0.4444444444444445,0.4714045207910317,-4,0.0,-8,0.0,0,0.0,0.0,1,0,0,0.0,~
