home_attAdv,home_defAdv,home_fplAdv,home_team,away_team,away_fplAdv,away_defAdv,away_attAdv
-1,9,6,ARS,EVE,-6,1,-9
2,3,3,LIV,FUL,-3,-2,-3
4,2,1,NEW,LEI,-1,-4,-2
0,-1,-1,WOL,IPS,1,0,1
-5,-1,0,NFO,AVL,0,5,1
5,6,3,BHA,CRY,-3,-5,-6
2,2,4,MCI,MUN,-4,-2,-2
8,-1,4,CHE,BRE,-4,-8,1
-4,-7,-4,SOU,TOT,4,4,7
2,1,4,BOU,WHU,-4,-2,-1
