att_rank,att_tier,team,att_avg_xPts,att_med_xPts,avg_GF/match,med_GF/match,att_avg_potential,att_med_potential,attAdv_nxtGWs
5,3,BHA,28.73606797749979,28.73606797749979,1.6428571428571428,2.0,0.45649379769125675,0.4251390101832586,7
2,1,CHE,36.284595134509516,33.89260912937621,2.2142857142857144,1.5,1.8542612214182845,1.1662125978316986,5
9,5,AVL,24.118973675713924,26.826237921249266,1.5714285714285714,2.0,-0.15028330767043044,0.15066731104848421,4
4,2,BRE,30.86662445830385,29.909830056250527,1.9285714285714286,1.0,0.9620555240723995,0.5938265177805973,3
12,6,NEW,25.653098966741428,25.572949016875157,1.2142857142857142,1.0,-0.2885742715860326,-0.029449413974804616,3
14,7,WHU,22.779273575446467,21.30901699437495,1.2857142857142858,1.0,-0.5628297237674558,-0.6422414597191926,3
3,2,ARS,32.13681772683114,31.79179606750063,2.0,2.0,1.1751922090359392,0.8642937287927173,2
6,3,TOT,29.63337554169615,28.51722092687432,2.0,1.5,0.8807538541481789,0.3936873521440366,2
11,6,BOU,28.278333888482436,25.690983005625053,1.5,1.0,0.27516826967954433,-0.012486130075431218,1
1,1,LIV,34.27113295549132,35.07294901687516,2.0714285714285716,2.0,1.4899612184273798,1.3358454368439736,0
8,4,MUN,28.23951016263478,27.010643118126104,1.2142857142857142,1.0,0.015622351007957391,0.1771691495501155,0
13,7,LEI,24.470256581071517,23.0,1.3571428571428572,1.0,-0.3002025258315227,-0.3992214186236402,-1
17,9,IPS,20.874765078258992,19.76393202250021,0.9285714285714286,1.0,-1.1055501095739908,-0.8642937287927173,-1
7,4,FUL,27.39730756419636,28.090169943749473,1.5,1.0,0.17154776545296965,0.3323136144287222,-2
10,5,WOL,27.4530356541972,25.86474508437579,1.5714285714285714,1.5,0.24184706780468812,0.012486130075431218,-2
19,10,SOU,17.124295234776977,16.954915028125264,0.7857142857142857,1.0,-1.6741454952096135,-1.2679923012402994,-2
20,10,CRY,17.036004664955563,14.02786404500042,0.8571428571428571,1.0,-1.6207847175531365,-1.6886541575934355,-3
16,8,NFO,21.046024658838768,20.562305898749052,1.1428571428571428,1.0,-0.8941728913700013,-0.7495552296012168,-5
15,8,MCI,24.781152949374526,21.18033988749895,1.7857142857142858,2.0,0.11883264629151363,-0.6607343219755152,-6
18,9,EVE,20.845961346294544,18.73606797749979,1.0,0.5,-1.045192882470289,-1.012013464368028,-8
