id,1st_name,2nd_name,position,team,prvGWsPtsTrend,web_name,tot_pts,fxtrs_plyd,fxtrs_not_plyd,med_form,MedAbsDev(form),avg_form,MeanAbsDev(form),StdDev(form),med_pts/fxtr,MedAbsDev(pts/fxtr),avg_pts/fxtr,MeanAbsDev(pts/fxtr),StdDev(pts/fxtr),med_pts/fxtr_plyd,MedAbsDev(pts/fxtr_plyd),avg_pts/fxtr_plyd,MeanAbsDev(pts/fxtr_plyd),StdDev(pts/fxtr_plyd),fplAdv_nxtGWs,xPts(fplAdv),defAdv_nxtGWs,xPts(defAdv),attAdv_nxtGWs,xPts(attAdv),xPts(avgAdv),#OfMatches_nxtGWs,gw15Pts,tot_aPts,tot_aPts-xPts(avgAdv),nxtGWsPtsTrend
17,Bukayo,Saka,MID,ARS,3↓,"Saka (MID, 3↓)",101,13,1,8.0,5.5,9.0,6.5,6.745368781616021,6.0,3.5,7.214285714285714,4.561224489795919,5.4007746987759795,6.0,3.0,7.769230769230769,4.485207100591715,5.205822866365732,3,7.166666666666666,0,0.0,2,6.777777777777778,6.97222222222,1,0,0,0,?
13,Martin,Ødegaard,MID,ARS,3↑,"Ødegaard (MID, 3↑)",31,7,7,6.5,1.0,6.0,1.5,1.8708286933869707,1.0,1.0,2.2142857142857144,2.275510204081633,2.756254483082105,3.0,1.0,4.428571428571429,2.2040816326530615,2.3211538298959886,3,1.3333333333333333,0,0.0,2,1.2222222222222223,1.27777777778,1,0,0,0,?
18,William,Saliba,DEF,ARS,6↑,"Saliba (DEF, 6↑)",46,13,1,4.5,3.0,6.25,4.75,5.539629951540085,2.0,2.0,3.2857142857142856,3.224489795918367,4.199125273342592,2.0,2.0,3.5384615384615383,3.2781065088757395,4.253783557753382,3,2.6666666666666665,2,2.4444444444444446,0,0.0,2.55555555556,1,0,0,0,?
6,Jurriën,Timber,DEF,ARS,6↑,"J.Timber (DEF, 6↑)",45,12,2,4.0,2.5,5.75,4.25,5.11737237261468,2.0,1.5,3.2142857142857144,2.704081632653061,3.589241293257461,2.0,1.0,3.75,2.7083333333333335,3.608439182435161,3,2.5,2,2.3333333333333335,0,0.0,2.41666666667,1,0,0,0,?
3,Gabriel,dos Santos Magalhães,DEF,ARS,2↓,"Gabriel (DEF, 2↓)",60,13,1,4.0,3.0,4.25,3.25,3.491060010942235,2.0,1.5,4.285714285714286,3.326530612244898,4.007645754030154,2.0,1.0,4.615384615384615,3.2781065088757395,3.9717940441309496,3,2.5,2,2.3333333333333335,0,0.0,2.41666666667,1,0,0,0,?
15,David,Raya Martin,GKP,ARS,3↑,"Raya (GKP, 3↑)",56,14,0,4.0,2.0,4.0,2.0,2.0,2.5,1.5,4.0,2.7142857142857144,3.116774889895918,2.5,1.5,4.0,2.7142857142857144,3.116774889895918,3,3.0,2,2.8333333333333335,0,0.0,2.91666666667,1,0,0,0,?
20,Thomas,Partey,MID,ARS,3↑,"Thomas (MID, 3↑)",45,13,1,4.0,3.0,4.0,3.0,3.1622776601683795,2.0,1.0,3.2142857142857144,2.193877551020408,2.9320536788248273,2.0,1.0,3.4615384615384617,2.248520710059172,2.898683643294888,3,2.3333333333333335,0,0.0,2,2.2222222222222223,2.27777777778,1,0,0,0,?
23,Leandro,Trossard,MID,ARS,1↓,"Trossard (MID, 1↓)",47,14,0,2.0,1.0,4.25,3.875,4.548351349665063,2.0,1.0,3.357142857142857,2.9897959183673466,3.9929785312496247,2.0,1.0,3.357142857142857,2.9897959183673466,3.9929785312496247,3,2.3333333333333335,0,0.0,2,2.2222222222222223,2.27777777778,1,0,0,0,?
16,Declan,Rice,MID,ARS,4↑,"Rice (MID, 4↑)",28,12,2,2.0,1.0,2.75,2.125,2.5860201081971503,2.0,0.5,2.0,1.2857142857142858,2.0701966780270626,2.0,0.0,2.3333333333333335,1.3333333333333337,2.0548046676563256,3,2.1666666666666665,0,0.0,2,2.111111111111111,2.13888888889,1,0,0,0,?
9,Gabriel,Martinelli Silva,MID,ARS,~,"Martinelli (MID, ~)",50,12,2,1.5,1.5,2.75,2.75,3.2691742076555053,3.0,2.0,3.5714285714285716,2.5306122448979598,3.395675521144204,3.0,1.5,4.166666666666667,2.555555555555556,3.3124344857252983,3,3.6666666666666665,0,0.0,2,3.4444444444444446,3.55555555556,1,0,0,0,?
4,Kai,Havertz,FWD,ARS,~,"Havertz (FWD, ~)",54,13,1,1.5,1.0,2.25,1.875,2.277608394786075,2.0,1.0,3.857142857142857,2.9591836734693873,3.3986792152486625,2.0,1.0,4.153846153846154,2.9585798816568047,3.3477007918444524,3,2.3333333333333335,0,0.0,2,2.2222222222222223,2.27777777778,1,0,0,0,?
8,Jakub,Kiwior,DEF,ARS,4↑,"Kiwior (DEF, 4↑)",11,7,7,1.0,0.5,2.0,2.0,2.345207879911715,0.0,0.0,0.7857142857142857,0.8979591836734697,1.520271189556626,1.0,0.0,1.5714285714285714,1.2653061224489797,1.8405855323893037,3,0.0,2,0.0,0,0.0,0.0,1,0,0,0,?
25,Oleksandr,Zinchenko,DEF,ARS,4↑,"Zinchenko (DEF, 4↑)",15,6,8,1.0,0.5,1.75,1.625,1.920286436967152,0.0,0.0,1.0714285714285714,1.2653061224489797,1.8694646183289148,1.0,0.0,2.5,2.0,2.140872096444188,3,0.0,2,0.0,0,0.0,0.0,1,0,0,0,?
633,Mikel,Merino,MID,ARS,~,"Merino (MID, ~)",17,7,7,1.0,0.5,1.25,0.875,1.0897247358851685,0.5,0.5,1.2142857142857142,1.336734693877551,2.0763488362498044,1.0,0.0,2.4285714285714284,1.7551020408163265,2.3819045715047236,3,0.6666666666666666,0,0.0,2,0.6111111111111112,0.63888888889,1,0,0,0,?
2,Gabriel,Fernando de Jesus,FWD,ARS,~,"G.Jesus (FWD, ~)",8,11,3,1.0,0.0,0.75,0.375,0.4330127018922193,1.0,0.0,0.5714285714285714,0.4897959183673469,0.4948716593053935,1.0,0.0,0.7272727272727273,0.396694214876033,0.4453617714151233,3,1.0,0,0.0,2,1.0,1.0,1,0,0,0,?
12,Ethan,Nwaneri,MID,ARS,1↓,"Nwaneri (MID, 1↓)",12,7,7,0.5,0.5,1.75,2.125,2.48746859276655,0.5,0.5,0.8571428571428571,0.8571428571428573,1.505093393264677,1.0,0.0,1.7142857142857142,1.2244897959183674,1.749635530559413,3,0.6666666666666666,0,0.0,2,0.6111111111111112,0.63888888889,1,0,0,0,?
186,Raheem,Sterling,MID,ARS,~,"Sterling (MID, ~)",9,6,8,0.5,0.5,1.25,1.375,1.6393596310755,0.0,0.0,0.6428571428571429,0.7346938775510203,1.0424656799518874,1.0,0.0,1.5,0.8333333333333334,1.118033988749895,3,0.0,0,0.0,2,0.0,0.0,1,0,0,0,?
7,Jorge Luiz,Frello Filho,MID,ARS,~,"Jorginho (MID, ~)",7,6,8,0.5,0.5,0.75,0.75,0.82915619758885,0.0,0.0,0.5,0.7142857142857143,0.823754471047914,1.5,0.5,1.1666666666666667,0.8333333333333334,0.8975274678557508,3,0.0,0,0.0,2,0.0,0.0,1,0,0,0,?
578,Riccardo,Calafiori,DEF,ARS,~,"Calafiori (DEF, ~)",20,8,6,0.0,0.0,1.5,2.25,2.598076211353316,0.0,0.0,1.4285714285714286,1.8163265306122442,2.6108095546424384,1.0,1.0,2.5,2.5,3.0413812651491097,3,0.0,2,0.0,0,0.0,0.0,1,0,0,0,?
