home_attAdv,home_defAdv,home_fplAdv,home_team,away_team,away_fplAdv,away_defAdv,away_attAdv
-8,0,-2,EVE,LIV,2,8,0
4,2,3,AVL,SOU,-3,-4,-2
3,-3,2,BRE,NEW,-2,-3,3
-3,6,1,CRY,MCI,-1,3,-6
0,5,7,MUN,NFO,-7,0,-5
-2,-2,-3,FUL,ARS,3,2,2
-1,-1,-4,IPS,BOU,4,1,1
-1,-7,-6,LEI,BHA,6,1,7
2,-5,-4,TOT,CHE,4,-2,5
3,2,-2,WHU,WOL,2,-3,-2
