fpl_rank,fpl_tier,team,fpl_avg_xPts,fpl_med_xPts,avg_GD/match,med_GD/match,fpl_avg_potential,fpl_med_potential,fplAdv_nxtGWs
4,2,MUN,46.17376207875074,44.92047317437663,0.14285714285714285,0.0,0.5069013654729856,1.2051510466702655,7
8,4,BHA,40.49467844093695,40.236067977499786,0.21428571428571427,0.0,0.0755222563895924,0.43353685905693906,6
3,2,CHE,50.83500166544731,49.729490168751575,1.1428571428571428,1.0,1.419477728308106,1.997291261994332,4
9,5,BOU,42.91703098924164,38.819660112501055,0.14285714285714285,0.0,0.2379118923864127,0.20022646890767987,4
1,1,ARS,54.37726757642995,56.52128623625221,1.0,1.5,1.6366821282493615,3.116034407562335,3
13,7,AVL,35.002819060892094,35.53444185374863,-0.07142857142857142,0.0,-0.5288150820413209,-0.3409139558225093,3
2,1,LIV,57.01440186598222,56.07294901687516,1.2857142857142858,1.0,2.0052336505376998,3.042184399978551,2
6,3,BRE,42.29273575446466,41.21884705062547,0.07142857142857142,0.0,0.14866387107372622,0.5954200105427561,2
12,6,WOL,37.724168609688526,36.61145618000168,-1.0,-1.0,-0.7939426187267505,-0.16350839429176808,2
14,7,CRY,36.34408197236648,35.10081306187558,-0.42857142857142855,0.0,-0.6064555707356942,-0.412341194479771,1
16,8,MCI,37.93801066397208,33.714781741247585,0.42857142857142855,1.0,-0.022592334930599117,-0.6406479669570336,-1
5,3,EVE,43.0845318219653,42.61145618000168,-0.5,0.0,-0.08741299475591732,0.8248102782198659,-2
10,5,NEW,38.545084971874736,38.42705098312484,0.0,0.0,-0.19855747992550993,0.13555597998250904,-2
15,8,WHU,39.75391202861701,35.010643118126104,-0.6428571428571429,-0.5,-0.43787410153843687,-0.4271939676644478,-2
7,4,FUL,41.8008763744198,40.35410196624969,0.14285714285714285,0.0,0.1457231812300756,0.45297939156783223,-3
20,10,SOU,26.663118960624633,25.618033988749893,-1.3571428571428572,-1.0,-1.8959512327003631,-1.9743424653570696,-3
11,6,TOT,45.941452849107066,36.78115294937453,0.9285714285714286,0.0,0.902242209125939,-0.13555597998250904,-4
17,9,IPS,30.91170943017859,31.927050983124843,-0.8571428571428571,-0.5,-1.281248399472531,-0.9351225819050945,-4
19,10,LEI,32.53068310589251,29.63525491562421,-0.6428571428571429,-0.5,-1.034476181508225,-1.3126267230831916,-6
18,9,NFO,38.63619460258825,31.41640786499874,0.0,0.0,-0.19103228644709155,-1.0192356033411585,-7
