def_rank,def_tier,team,def_avg_xPts,def_med_xPts,avg_GA/match,med_GA/match,def_avg_potential,def_med_potential,defAdv_nxtGWs
3,2,ARS,22.24044984959881,17.201626123751154,1.0,1.0,1.431174402494256,2.3660582429160355,24
1,1,LIV,22.743268910490904,22.927050983124843,0.7857142857142857,0.5,1.6827667918507654,4.331451670631944,19
6,3,MUN,17.934251916115954,12.600813061875577,1.0714285714285714,1.0,0.7735044053292686,0.7867155782082658,15
5,3,WHU,16.97463845317054,13.656541151876418,1.9285714285714286,1.5,-0.08705461187684527,1.1491203080761743,12
4,2,CRY,19.30807730741092,15.26393202250021,1.2857142857142858,1.5,0.7821043004409415,1.7008969064094261,11
2,1,EVE,22.23857047567075,20.785218258752415,1.5,1.0,1.0065324759583973,3.5962147121307675,8
10,5,NEW,12.89198600513331,10.427050983124843,1.2142857142857142,1.0,-0.046845572090647325,0.040518080569278934,3
12,6,BHA,11.758610463437158,10.118033988749895,1.4285714285714286,1.0,-0.3858631159802026,-0.06555963152044565,2
13,7,MCI,13.15685771459755,9.44427190999916,1.3571428571428572,1.0,-0.13137355625708746,-0.29684509835364314,0
16,8,AVL,10.883845385178166,8.97213595499958,1.6428571428571428,1.5,-0.6890249349347066,-0.4589174206245786,0
7,4,FUL,14.403568810223442,12.572949016875157,1.3571428571428572,1.0,0.041479968375040414,0.7771505568752113,-2
8,4,NFO,17.590169943749476,11.163118960624633,1.1428571428571428,1.0,0.6651723512460026,0.2931915853056463,-2
9,5,CHE,14.55040653093779,11.100813061875577,1.0714285714285714,1.0,0.30434230057861256,0.2718035474024764,-2
15,8,BOU,14.638697100759202,9.0,1.3571428571428572,1.0,0.07407994595076081,-0.44935239929152404,-2
11,6,TOT,16.308077307410915,10.190983005625053,1.0714285714285714,1.0,0.5480391682226888,-0.040518080569278934,-4
14,7,IPS,10.036944351919594,9.381966011250105,1.7857142857142858,1.0,-0.9276975624301147,-0.3182331362568131,-9
19,10,WOL,10.271132955491323,6.854101966249685,2.5714285714285716,2.0,-1.5621128579270698,-1.1859848755974565,-13
18,9,SOU,9.538823725847655,8.20820393249937,2.142857142857143,2.5,-1.2998903409370253,-0.7211559466940004,-17
17,9,BRE,11.426111296160812,8.809016994374947,1.8571428571428572,2.0,-0.7957187815905533,-0.5149120308057893,-18
20,10,LEI,8.060426524820993,6.47213595499958,2.0,2.0,-1.3836147764248428,-1.3171041386321674,-25
