id,1st_name,2nd_name,position,team,prvGWsPtsTrend,web_name,tot_pts,fxtrs_plyd,fxtrs_not_plyd,med_form,MedAbsDev(form),avg_form,MeanAbsDev(form),StdDev(form),med_pts/fxtr,MedAbsDev(pts/fxtr),avg_pts/fxtr,MeanAbsDev(pts/fxtr),StdDev(pts/fxtr),med_pts/fxtr_plyd,MedAbsDev(pts/fxtr_plyd),avg_pts/fxtr_plyd,MeanAbsDev(pts/fxtr_plyd),StdDev(pts/fxtr_plyd),fplAdv_nxtGWs,xPts(fplAdv),defAdv_nxtGWs,xPts(defAdv),attAdv_nxtGWs,xPts(attAdv),xPts(avgAdv),#OfMatches_nxtGWs,gw14Pts,tot_aPts,tot_aPts-xPts(avgAdv),nxtGWsPtsTrend
17,Bukayo,Saka,MID,ARS,6↑,"Saka (MID, 6↑)",98,12,1,13.0,5.0,11.0,6.0,6.683312551921141,6.0,4.0,7.538461538461538,4.662721893491124,5.471821305778074,6.5,4.0,8.166666666666666,4.527777777777778,5.225471802196961,2,6.888888888888889,0,0.0,-1,5.555555555555555,6.22222222222,1,0,0,0,?
13,Martin,Ødegaard,MID,ARS,5↑,"Ødegaard (MID, 5↑)",28,6,7,7.0,1.0,7.0,0.6666666666666666,0.816496580927726,0.0,0.0,2.1538461538461537,2.3668639053254434,2.8513466142847137,4.5,2.5,4.666666666666667,2.3333333333333335,2.4267032964268394,2,0.0,0,0.0,-1,0.0,0.0,1,0,0,0,?
3,Gabriel,dos Santos Magalhães,DEF,ARS,5↑,"Gabriel (DEF, 5↑)",60,13,0,6.0,3.0,5.666666666666667,2.444444444444444,2.8674417556808756,2.0,1.0,4.615384615384615,3.2781065088757395,3.9717940441309496,2.0,1.0,4.615384615384615,3.2781065088757395,3.9717940441309496,2,2.2222222222222223,2,2.2222222222222223,0,0.0,2.22222222222,1,0,0,0,?
23,Leandro,Trossard,MID,ARS,5↑,"Trossard (MID, 5↑)",46,13,0,3.0,2.0,5.333333333333333,4.444444444444444,4.784233364802441,2.0,1.0,3.5384615384615383,3.1360946745562135,4.087793924795822,2.0,1.0,3.5384615384615383,3.1360946745562135,4.087793924795822,2,2.2222222222222223,0,0.0,-1,1.8888888888888888,2.05555555556,1,0,0,0,?
20,Thomas,Partey,MID,ARS,2↓,"Thomas (MID, 2↓)",39,12,1,2.0,2.0,3.3333333333333335,3.111111111111111,3.39934634239519,2.0,1.0,3.0,2.0,2.935197542821371,2.0,0.5,3.25,2.0833333333333335,2.9190466480228325,2,2.2222222222222223,0,0.0,-1,1.8888888888888888,2.05555555556,1,0,0,0,?
18,William,Saliba,DEF,ARS,~,"Saliba (DEF, ~)",31,12,1,2.0,1.0,3.3333333333333335,2.4444444444444446,2.6246692913372702,2.0,2.0,2.3846153846153846,2.224852071005917,2.7606705299886714,2.0,1.5,2.5833333333333335,2.2777777777777777,2.7826346428439996,2,2.4444444444444446,2,2.4444444444444446,0,0.0,2.44444444444,1,0,0,0,?
6,Jurriën,Timber,DEF,ARS,~,"J.Timber (DEF, ~)",31,11,2,2.0,1.0,3.0,2.0,2.160246899469287,2.0,1.0,2.3846153846153846,1.7633136094674553,2.058321255424562,2.0,1.0,2.8181818181818183,1.768595041322314,1.9455395053666087,2,2.2222222222222223,2,2.2222222222222223,0,0.0,2.22222222222,1,0,0,0,?
15,David,Raya Martin,GKP,ARS,~,"Raya (GKP, ~)",50,13,0,2.0,0.0,3.3333333333333335,1.777777777777778,1.8856180831641267,2.0,1.0,3.8461538461538463,2.7337278106508878,3.1827939793195696,2.0,1.0,3.8461538461538463,2.7337278106508878,3.1827939793195696,2,2.2222222222222223,2,2.2222222222222223,0,0.0,2.22222222222,1,0,0,0,?
16,Declan,Rice,MID,ARS,~,"Rice (MID, ~)",21,11,2,2.0,0.0,1.3333333333333333,0.888888888888889,0.9428090415820634,2.0,0.0,1.6153846153846154,1.1479289940828403,1.5951108733329016,2.0,0.0,1.9090909090909092,0.8760330578512394,1.5640591394622958,2,2.0,0,0.0,-1,2.0,2.0,1,0,0,0,?
4,Kai,Havertz,FWD,ARS,4↑,"Havertz (FWD, 4↑)",52,12,1,1.0,1.0,2.3333333333333335,2.4444444444444446,2.6246692913372702,2.0,1.0,4.0,3.076923076923077,3.4862366749614337,2.0,1.0,4.333333333333333,3.0555555555555554,3.423773097362356,2,2.2222222222222223,0,0.0,-1,1.8888888888888888,2.05555555556,1,0,0,0,?
