def_rank,def_tier,team,def_xPts,avg_GA/match,def_potential,defAdv_nxtGWs
4,2,ARS,18.42950708730779,1.0769230769230769,0.8478560896602028,27
1,1,LIV,24.699452319230875,0.6153846153846154,2.0869778674090944,26
2,1,MUN,19.954096326730948,1.0,1.1191166635033873,19
3,2,NFO,19.48907458221123,1.0,1.0563440628187304,11
5,3,TOT,17.52786404500042,1.0769230769230769,0.7261446227817152,10
7,4,WHU,19.410366457982175,1.8461538461538463,0.3256756828651437,10
8,4,CRY,15.806560890192001,1.3846153846153846,0.23195437633729873,6
9,5,CHE,13.76393202250021,1.0769230769230769,0.21805698033659998,4
12,6,BHA,12.918581669519018,1.3076923076923077,-0.09243117004768361,3
10,5,NEW,13.04099146490316,1.0769230769230769,0.12046829878362711,2
14,7,MCI,10.178702484710318,1.4615384615384615,-0.5932004613911743,2
6,3,EVE,18.89616623461614,1.6153846153846154,0.4526401024843993,-2
16,8,AVL,9.755745008557053,1.6923076923076923,-0.8466704191778607,-6
15,8,BOU,10.012026418845755,1.4615384615384615,-0.6156998181371514,-8
13,7,BRE,12.60600756990414,1.7692307692307692,-0.5273761891146973,-9
11,6,FUL,14.43114449009642,1.3846153846153846,0.04628894137811018,-12
19,10,WOL,12.736604379231439,2.4615384615384617,-1.0988737703850333,-13
17,9,IPS,10.365027384038456,1.8461538461538463,-0.895341322146228,-18
18,9,SOU,10.360115175672561,1.9230769230769231,-0.9614629308415756,-24
20,10,LEI,6.596183153172352,2.076923076923077,-1.600467607124544,-28
