id,1st_name,2nd_name,position,team,prvGWsPtsTrend,web_name,tot_pts,fixtures_played,fixtures_not_played,std_form,form,MeanAbsDev(form),med_form,MedAbsDev(form),std_pts/fixture,avg_pts/fixture,MeanAbsDev(pts/fixture),med_pts/fixture,MedAbsDev(pts/fixture),std_pts/fixture_played,avg_pts/fixture_played,MeanAbsDev(pts/fixture_played),med_pts/fixture_played,MedAbsDev(pts/fixture_played),xPts,fplAdv_nxtGWs,^fplAdv*xPts,defAdv_nxtGWs,^defAdv*xPts,attAdv_nxtGWs,^attAdv*xPts,^avgAdv*xPts,#OfMatches_nxtGWs,gw9Pts,tot_aPts,(tot_aPts)-(^avgAdv*xPts),nxtGWsPtsTrend
611,Sam,Szmodics,MID,IPS,~,"Szmodics (MID, ~)",15,8,0,0.0,1.0,0.0,1.0,0.0,1.6153559979150107,1.875,1.09375,1.0,0.0,1.6153559979150107,1.875,1.09375,1.0,0.0,1.33422025984,-3,0.85410196625,0,0.0,-1,0.85410196625,0.85410196625,1,7,7,6.14589803375,4↑
632,Chiedozie,Ogbene,MID,IPS,~,"Ogbene (MID, ~)",6,4,4,0.816496580927726,1.0,0.6666666666666666,1.0,1.0,0.82915619758885,0.75,0.75,0.5,0.5,0.5,1.5,0.5,1.5,0.5,0.90450849719,-3,0.40273464417,0,0.0,-1,0.41894553681,0.41084009049,1,1,1,0.58915990951,~
272,George,Hirst,FWD,IPS,~,"Hirst (FWD, ~)",5,5,3,0.0,1.0,0.0,1.0,0.0,0.4841229182759271,0.625,0.46875,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.85676274578,-3,0.85410196625,0,0.0,-1,0.85410196625,0.85410196625,1,11,11,10.14589803375,5↑
630,Dara,O'Shea,DEF,IPS,~,"O'Shea (DEF, ~)",10,5,3,0.4714045207910317,0.6666666666666666,0.4444444444444445,1.0,0.0,2.222048604328897,1.25,1.4375,0.5,0.5,2.5298221281347035,2.0,2.0,1.0,0.0,0.88948017323,-3,0.40273464417,-6,0.37841830521,0,0.0,0.39057647469,1,0,0,-0.39057647469,~
265,Conor,Chaplin,MID,IPS,~,"Chaplin (MID, ~)",8,7,1,0.4714045207910317,0.6666666666666666,0.4444444444444445,1.0,0.0,0.5,1.0,0.25,1.0,0.0,0.3499271061118826,1.1428571428571428,0.2448979591836734,1.0,0.0,0.79398867042,-3,0.85410196625,0,0.0,-1,0.85410196625,0.85410196625,1,5,5,4.14589803375,3↑
281,Jack,Taylor,MID,IPS,~,"Taylor (MID, ~)",4,6,2,0.4714045207910317,0.6666666666666666,0.4444444444444445,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.4714045207910317,0.6666666666666666,0.4444444444444445,1.0,0.0,0.60300566479,-3,0.40273464417,0,0.0,-1,0.41894553681,0.41084009049,1,0,0,-0.41084009049,~
277,Massimo,Luongo,MID,IPS,~,"Luongo (MID, ~)",6,4,4,0.4714045207910317,0.3333333333333333,0.4444444444444444,0.0,0.0,0.82915619758885,0.75,0.75,0.5,0.5,0.5,1.5,0.5,1.5,0.5,0.49248583802,-3,0.40273464417,0,0.0,-1,0.41894553681,0.41084009049,1,0,0,-0.41084009049,~
284,Luke,Woolfenden,DEF,IPS,~,"Woolfenden (DEF, ~)",3,4,4,0.4714045207910317,0.3333333333333333,0.4444444444444445,0.0,0.0,0.6959705453537527,0.375,0.5625,0.0,0.0,0.82915619758885,0.75,0.75,0.5,0.5,0.3492485838,-3,0.0,-6,0.0,0,0.0,0.0,1,1,1,1.0,~
263,Cameron,Burgess,DEF,IPS,~,"Burgess (DEF, ~)",1,1,7,0.4714045207910317,0.3333333333333333,0.4444444444444445,0.0,0.0,0.3307189138830738,0.125,0.21875,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.25375708099,-3,0.0,-6,0.0,0,0.0,0.0,1,0,0,0.0,~
266,Harry,Clarke,DEF,IPS,~,"H.Clarke (DEF, ~)",1,1,7,0.4714045207910317,0.3333333333333333,0.4444444444444445,0.0,0.0,0.3307189138830738,0.125,0.21875,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.25375708099,-3,0.0,-6,0.0,0,0.0,0.0,1,-5,-5,-5.0,4↓
270,Jacob,Greaves,DEF,IPS,~,"Greaves (DEF, ~)",11,7,1,0.0,0.0,0.0,0.0,0.0,1.9324531042175384,1.375,1.46875,0.5,0.5,1.9897697538834456,1.5714285714285714,1.510204081632653,1.0,1.0,0.52520326547,-3,0.40273464417,-6,0.37841830521,0,0.0,0.39057647469,1,0,0,-0.39057647469,~
282,Axel,Tuanzebe,DEF,IPS,~,"Tuanzebe (DEF, ~)",11,6,2,0.0,0.0,0.0,0.0,0.0,1.9324531042175384,1.375,1.46875,0.5,0.5,2.034425935955617,1.8333333333333333,1.5,1.5,1.0,0.52520326547,-3,0.40273464417,-6,0.37841830521,0,0.0,0.39057647469,1,0,0,-0.39057647469,~
275,Ben,Johnson,DEF,IPS,~,"Johnson (DEF, ~)",4,4,4,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.75,0.0,0.0,1.224744871391589,1.0,1.0,0.5,0.5,0.19098300563,-3,0.0,-6,0.0,0,0.0,0.0,1,0,0,0.0,~
619,Jens,Cajuste,MID,IPS,~,"Cajuste (MID, ~)",3,2,6,0.0,0.0,0.0,0.0,0.0,0.6959705453537527,0.375,0.5625,0.0,0.0,0.5,1.5,0.5,1.5,0.5,0.14323725422,-3,0.0,0,0.0,-1,0.0,0.0,1,2,2,2.0,2↑
271,Marcus,Myers-Harness,MID,IPS,~,"Harness (MID, ~)",2,2,6,0.0,0.0,0.0,0.0,0.0,0.4330127018922193,0.25,0.375,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.09549150281,-3,0.0,0,0.0,-1,0.0,0.0,1,0,0,0.0,~
283,Christian,Walton,GKP,IPS,~,"Walton (GKP, ~)",2,1,7,0.0,0.0,0.0,0.0,0.0,0.6614378277661477,0.25,0.4375,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.09549150281,-3,0.0,-6,0.0,0,0.0,0.0,1,0,0,0.0,~
260,Ali,Al-Hamadi,FWD,IPS,~,"Al-Hamadi (FWD, ~)",1,3,5,0.0,0.0,0.0,0.0,0.0,0.3307189138830738,0.125,0.21875,0.0,0.0,0.4714045207910317,0.3333333333333333,0.4444444444444444,0.0,0.0,0.04774575141,-3,0.0,0,0.0,-1,0.0,0.0,1,0,0,0.0,~
269,George,Edmundson,DEF,IPS,~,"Edmundson (DEF, ~)",1,1,7,0.0,0.0,0.0,0.0,0.0,0.3307189138830738,0.125,0.21875,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.04774575141,-3,0.0,-6,0.0,0,0.0,0.0,1,0,0,0.0,~
261,Elkan,Baggott,DEF,IPS,~,"Baggott (DEF, ~)",0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3,0.0,-6,0.0,0,0.0,0.0,1,0,0,0.0,~
