fpl_rank,fpl_tier,team,fpl_avg_xPts,fpl_med_xPts,avg_GD/match,med_GD/match,fpl_avg_potential,fpl_med_potential,fplAdv_nxtGWs
1,1,LIV,31.650176607431042,31.881966011250107,1.5555555555555556,1.5,2.05272354539555,2.000858357729953,7
3,2,NFO,21.73149904231825,28.167184270002522,0.3684210526315789,1.0,0.823677990823608,1.4768226613633781,7
5,3,AVL,-4.9038985600395915,7.0,-0.15789473684210525,0.0,-0.2540830539711282,0.12974585208482772,7
7,4,FUL,2.803348497920984,3.0901699437494745,0.15789473684210525,0.0,0.19431288097811394,0.044646664779630446,5
4,2,CHE,4.070892581063941,7.854101966249685,0.7894736842105263,1.0,0.7521167181902344,1.0346994051360208,4
2,1,ARS,18.537718163855615,22.0,1.105263157894737,1.0,1.362485108018224,1.3425911572308424,3
6,3,MCI,3.7027984358023764,2.562305898749054,0.3157894736842105,0.0,0.3477231881043404,0.03315746944478963,3
9,5,NEW,25.47624882662201,24.772062641255992,0.5789473684210527,0.0,1.089219722403942,0.5165626870349199,2
10,5,BOU,8.896053314751072,2.0,0.3157894736842105,0.0,0.4721635268738013,0.020918631871370715,2
15,8,BRE,-8.682659323067137,-12.437694101250946,-0.10526315789473684,0.0,-0.3006768154526027,-0.2933241912032206,2
13,7,TOT,1.9481945326434187,-8.201626123751156,0.6842105263157895,0.0,0.6133476298817654,-0.201124290675856,-2
14,7,EVE,-12.860466510695062,-4.5,-0.5,0.0,-0.7304294891109646,-0.12055675441147089,-2
20,10,SOU,-26.77526901540814,-28.236067977499786,-1.4210526315789473,-1.0,-1.8330251062921268,-1.5235464582777256,-2
8,4,BHA,0.811193743209504,2.3262379212492643,0.05263157894736842,0.0,0.05867186014897911,0.02801934508971844,-3
12,6,WHU,-6.592394254828575,-1.618033988749895,-0.631578947368421,0.0,-0.6901159354748287,-0.05782948445787656,-3
11,6,CRY,-4.106912433354395,0.5278640450004204,-0.3684210526315789,0.0,-0.4107960897651068,-0.011123060883754846,-4
18,9,IPS,-14.220282362433663,-15.909830056250525,-0.7894736842105263,-1.0,-1.004752514903093,-1.2552604165386778,-5
16,8,MUN,-16.362352898028803,-23.896674438754097,-0.2631578947368421,0.0,-0.6165547531535116,-0.5427339865328024,-7
17,9,WOL,3.6112407424892554,-7.124611797498108,-0.5789473684210527,-1.0,-0.4016646999841055,-1.0640462401218782,-7
19,10,LEI,-26.73298191637098,-29.84094634875326,-1.0526315789473684,-1.0,-1.5243437127087303,-1.5584773486645487,-7
