att_rank,att_tier,team,att_avg_xPts,att_med_xPts,avg_GF/match,med_GF/match,att_avg_potential,att_med_potential,attAdv_nxtGWs
4,2,AVL,24.650562093420945,25.94427190999916,1.4736842105263157,2.0,-0.09456548933428567,0.8522113264630078,8
1,1,LIV,40.961279572570646,40.39260912937621,2.5,2.0,2.2997171503302343,1.7041933902043067,6
3,2,ARS,31.744223784789824,29.0,2.0,2.0,1.0524639458916463,1.0323999173587488,3
12,6,NFO,27.651088092934884,26.909830056250527,1.368421052631579,1.0,-0.04296088047734335,-0.1727675731084294,3
14,7,LEI,21.233102229394323,19.18033988749895,1.1578947368421053,1.0,-0.7294497798712528,-0.6285561448755146,3
2,1,TOT,32.580100387381854,33.0,2.1578947368421053,2.0,1.3144033510691602,1.2682698450348453,2
6,3,MCI,26.22769673269733,23.0,1.6842105263157894,2.0,0.28410479003528055,0.6785950258446043,2
8,4,FUL,25.985697258986605,27.090169943749473,1.4736842105263157,1.0,-0.009667308170437747,-0.1621333840529642,2
9,5,NEW,34.07447945317244,34.257354213751995,1.6842105263157894,1.0,0.7830636955702507,0.2604974248000303,2
13,7,BRE,26.885147196867997,23.618033988749893,1.736842105263158,1.0,0.39550653301813776,-0.36687649820021423,1
5,3,BHA,25.19760837661781,24.47213595499958,1.5263157894736843,2.0,0.009815905153174147,0.765403176153806,-1
18,9,CRY,18.962066398631958,16.909830056250527,1.0526315789473684,1.0,-1.0130516900438984,-0.7624423922986704,-1
19,10,SOU,14.997034251894533,13.23606797749979,0.631578947368421,1.0,-1.8219467989354787,-0.9790748912529004,-1
7,4,WOL,25.16412339740797,22.618033988749893,1.631578947368421,2.0,0.14687862568634946,0.6560714519821591,-2
10,5,BOU,28.077876076302758,26.0,1.5263157894736843,1.0,0.19296551822177918,-0.22641796049972093,-2
15,8,WHU,22.837359476644764,22.381966011250107,1.2105263157894737,1.0,-0.5578427663925519,-0.43976431431337226,-2
11,6,CHE,29.2725187048151,23.70820393249937,2.0,1.0,0.8952938921993796,-0.3615594036705718,-5
17,9,IPS,21.0552020904869,19.381966011250107,0.9473684210526315,1.0,-1.0191459484740573,-0.6166667600685347,-5
20,10,EVE,18.766124625416282,17.427050983124843,0.8333333333333334,0.0,-1.3154944142291491,-1.8138586087450692,-6
16,8,MUN,21.688495694788983,18.18033988749895,1.105263157894737,1.0,-0.7700883312569371,-0.6875236267964486,-7
